cnpjCpfVencedor;codigo;descricao;numero;participanteVencedor;quantidade;unidadeMedida;valorTotalReferencia;valorTotalVencedor;valorUnitarioReferencia;valorUnitarioVencedor;origem_arquivo
76.606.839/0001-30;51103050;ESTOPA DE PANO;12;CRIPEL TINTAS E PECAS LTDA;235;KG;1280.75;1175;5.45;5;itensVencedores_0000449d-9b0d-48dc-bcec-e4fc7902ffee.csv
76.606.839/0001-30;10374617;ESTOPA PCT 400GR;13;CRIPEL TINTAS E PECAS LTDA;120;PCT;402;360;3.35;3;itensVencedores_0000449d-9b0d-48dc-bcec-e4fc7902ffee.csv
76.606.839/0001-30;10381456;FITA CREPE 24MM X 50M;14;CRIPEL TINTAS E PECAS LTDA;120;UND;684;588;5.7;4.9;itensVencedores_0000449d-9b0d-48dc-bcec-e4fc7902ffee.csv
76.606.839/0001-30;10377519;FITA DUPLA FACE EXTRA FORTE 15MM X 20M;15;CRIPEL TINTAS E PECAS LTDA;25;UND;1747.5;1575;69.9;63;itensVencedores_0000449d-9b0d-48dc-bcec-e4fc7902ffee.csv
76.606.839/0001-30;10374619;FUNDO PU 5:1 900ML;16;CRIPEL TINTAS E PECAS LTDA;60;LAT;1812.6;1620;30.21;27;itensVencedores_0000449d-9b0d-48dc-bcec-e4fc7902ffee.csv
76.606.839/0001-30;10302085;LIXA DAGUA NÂº 100 A 400;17;CRIPEL TINTAS E PECAS LTDA;800;UND;1280;1120;1.6;1.4;itensVencedores_0000449d-9b0d-48dc-bcec-e4fc7902ffee.csv
76.606.839/0001-30;10302087;LIXA FERRO NÂº 36 A 220;18;CRIPEL TINTAS E PECAS LTDA;600;UND;1356;1200;2.26;2;itensVencedores_0000449d-9b0d-48dc-bcec-e4fc7902ffee.csv
76.606.839/0001-30;10377521;MANTA DE FIBRA 500G;19;CRIPEL TINTAS E PECAS LTDA;45;PCT;571.5;495;12.7;11;itensVencedores_0000449d-9b0d-48dc-bcec-e4fc7902ffee.csv
76.606.839/0001-30;10374621;MASSA DE POLIR BASE AGUA 900ML;20;CRIPEL TINTAS E PECAS LTDA;50;LAT;1405;1300;28.1;26;itensVencedores_0000449d-9b0d-48dc-bcec-e4fc7902ffee.csv
76.606.839/0001-30;10302096;MASSA PLASTICA UNIV 900g;21;CRIPEL TINTAS E PECAS LTDA;95;LAT;2175.5;1900;22.9;20;itensVencedores_0000449d-9b0d-48dc-bcec-e4fc7902ffee.csv
76.606.839/0001-30;10374622;MASSA RAPIDA 900ML;22;CRIPEL TINTAS E PECAS LTDA;60;LAT;1324.2;960;22.07;16;itensVencedores_0000449d-9b0d-48dc-bcec-e4fc7902ffee.csv
76.606.839/0001-30;10302099;PAPEL ISOLAMENTO 180X45 (ROLO);23;CRIPEL TINTAS E PECAS LTDA;20;RL;460;440;23;22;itensVencedores_0000449d-9b0d-48dc-bcec-e4fc7902ffee.csv
76.606.839/0001-30;10302098;PAPEL ISOLAMENTO 180X95 (ROLO);24;CRIPEL TINTAS E PECAS LTDA;20;RL;800;620;40;31;itensVencedores_0000449d-9b0d-48dc-bcec-e4fc7902ffee.csv
76.606.839/0001-30;10377522;PISTOLA PINTURA BICO 1,3MM, 32 PSI, 190ML/MIN;25;CRIPEL TINTAS E PECAS LTDA;1;UND;697.68;540;697.68;540;itensVencedores_0000449d-9b0d-48dc-bcec-e4fc7902ffee.csv
76.606.839/0001-30;10381457;PRATA OPALESCENTE SINT. 3,6L;26;CRIPEL TINTAS E PECAS LTDA;15;GAL;1350;1200;90;80;itensVencedores_0000449d-9b0d-48dc-bcec-e4fc7902ffee.csv
76.606.839/0001-30;10302091;PRETO CHASSI SB ESM SINT AUTOMOTIVO 3,6L;27;CRIPEL TINTAS E PECAS LTDA;60;GAL;4707.6;4140;78.46;69;itensVencedores_0000449d-9b0d-48dc-bcec-e4fc7902ffee.csv
76.606.839/0001-30;10377523;PRETO FOSCO SINT. 3,6L;28;CRIPEL TINTAS E PECAS LTDA;60;GAL;4707.6;4140;78.46;69;itensVencedores_0000449d-9b0d-48dc-bcec-e4fc7902ffee.csv
76.606.839/0001-30;10374627;RESINA 800ML;29;CRIPEL TINTAS E PECAS LTDA;50;LAT;1033.5;900;20.67;18;itensVencedores_0000449d-9b0d-48dc-bcec-e4fc7902ffee.csv
76.606.839/0001-30;10302080;THINNER REF 2750 5L;30;CRIPEL TINTAS E PECAS LTDA;95;LAT;4085;3705;43;39;itensVencedores_0000449d-9b0d-48dc-bcec-e4fc7902ffee.csv
76.606.839/0001-30;10302081;THINNER REF 5000 P/ PU 5L;31;CRIPEL TINTAS E PECAS LTDA;60;LAT;4800;4140;80;69;itensVencedores_0000449d-9b0d-48dc-bcec-e4fc7902ffee.csv
76.606.839/0001-30;10377524;VERDE FOLHA SINT. 3,6L;32;CRIPEL TINTAS E PECAS LTDA;50;GAL;6725;5500;134.5;110;itensVencedores_0000449d-9b0d-48dc-bcec-e4fc7902ffee.csv
76.606.839/0001-30;10374631;VERMELHO SINT. 3,6L;33;CRIPEL TINTAS E PECAS LTDA;50;GAL;4239.5;3600;84.79;72;itensVencedores_0000449d-9b0d-48dc-bcec-e4fc7902ffee.csv
14.492.810/0001-17;10383678;ServiÃ§os tÃ©cnicos especializados para elaboraÃ§Ã£o da PLANTA D;1;IGEO - ENGENHARIA E SISTEMAS LTDA;4;MES;32000;32000;8000;8000;itensVencedores_01c8759e-ffa1-49fc-9d30-66d02ac6fabf.csv
05.850.947/0001-05;0;;1;MARCELO GOMES & CIA LTDA;10;;15;14.8;1.5;1.48;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;2;MARCELO GOMES & CIA LTDA;10;;15;14.8;1.5;1.48;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;3;MARCELO GOMES & CIA LTDA;10;;15;14.8;1.5;1.48;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;4;MARCELO GOMES & CIA LTDA;10;;15;14.8;1.5;1.48;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;5;MARCELO GOMES & CIA LTDA;10;;15;14.8;1.5;1.48;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;6;MARCELO GOMES & CIA LTDA;10;;15;14.8;1.5;1.48;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;7;MARCELO GOMES & CIA LTDA;10;;15;14.8;1.5;1.48;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;8;MARCELO GOMES & CIA LTDA;23;;133.4;132.94;5.8;5.78;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;9;MARCELO GOMES & CIA LTDA;10;;55;54.5;5.5;5.45;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;10;MARCELO GOMES & CIA LTDA;4;;19.2;19.2;4.8;4.8;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;11;MARCELO GOMES & CIA LTDA;3;;9.45;9.45;3.15;3.15;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;12;MARCELO GOMES & CIA LTDA;3;;10.5;10.5;3.5;3.5;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;13;MARCELO GOMES & CIA LTDA;20;;70;70;3.5;3.5;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;14;MARCELO GOMES & CIA LTDA;3;;16.05;15.75;5.35;5.25;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;15;MARCELO GOMES & CIA LTDA;20;;122.4;122;6.12;6.1;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;16;MARCELO GOMES & CIA LTDA;3;;23.7;23.55;7.9;7.85;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;17;MARCELO GOMES & CIA LTDA;3;;23.7;23.55;7.9;7.85;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;18;MARCELO GOMES & CIA LTDA;8;;39.6;39.44;4.95;4.93;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;19;MARCELO GOMES & CIA LTDA;8;;39.6;39.44;4.95;4.93;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;20;MARCELO GOMES & CIA LTDA;8;;39.6;39.44;4.95;4.93;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;21;MARCELO GOMES & CIA LTDA;8;;39.6;39.44;4.95;4.93;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;22;MARCELO GOMES & CIA LTDA;7;;33.6;33.46;4.8;4.78;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;23;MARCELO GOMES & CIA LTDA;17;;144.5;144.16;8.5;8.48;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;24;MARCELO GOMES & CIA LTDA;10;;135;115;13.5;11.5;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;25;MARCELO GOMES & CIA LTDA;5;;99;98.5;19.8;19.7;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;26;MARCELO GOMES & CIA LTDA;5;;99;98.5;19.8;19.7;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;27;MARCELO GOMES & CIA LTDA;50;;147.5;146.5;2.95;2.93;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;28;MARCELO GOMES & CIA LTDA;30;;63;62.4;2.1;2.08;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;29;MARCELO GOMES & CIA LTDA;30;;62.1;61.5;2.07;2.05;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;30;MARCELO GOMES & CIA LTDA;16;;464;462.4;29;28.9;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;31;MARCELO GOMES & CIA LTDA;20;;305;303;15.25;15.15;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;32;MARCELO GOMES & CIA LTDA;150;;520.5;517.5;3.47;3.45;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;33;MARCELO GOMES & CIA LTDA;10;;132;131.5;13.2;13.15;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;34;MARCELO GOMES & CIA LTDA;220;;180.4;180.4;0.82;0.82;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;35;MARCELO GOMES & CIA LTDA;25;;587.5;587.5;23.5;23.5;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;36;MARCELO GOMES & CIA LTDA;10;;195;195;19.5;19.5;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;37;MARCELO GOMES & CIA LTDA;63;;516.6;513.45;8.2;8.15;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;38;MARCELO GOMES & CIA LTDA;80;;1032;1028;12.9;12.85;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;39;MARCELO GOMES & CIA LTDA;44;;424.6;424.6;9.65;9.65;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;40;MARCELO GOMES & CIA LTDA;15;;253.5;252.75;16.9;16.85;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;41;MARCELO GOMES & CIA LTDA;40;;740;738;18.5;18.45;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;42;MARCELO GOMES & CIA LTDA;24;;475.2;474;19.8;19.75;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;43;MARCELO GOMES & CIA LTDA;24;;564;564;23.5;23.5;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;44;MARCELO GOMES & CIA LTDA;25;;265;260;10.6;10.4;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;45;MARCELO GOMES & CIA LTDA;15;;178.5;177.75;11.9;11.85;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;46;MARCELO GOMES & CIA LTDA;15;;178.5;177.75;11.9;11.85;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;47;MARCELO GOMES & CIA LTDA;1;;67.7;67.5;67.7;67.5;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;48;MARCELO GOMES & CIA LTDA;1;;29;28.95;29;28.95;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;49;MARCELO GOMES & CIA LTDA;30;;297;295.5;9.9;9.85;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;50;MARCELO GOMES & CIA LTDA;30;;71.4;70.8;2.38;2.36;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;51;MARCELO GOMES & CIA LTDA;50;;1275;1265;25.5;25.3;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;52;MARCELO GOMES & CIA LTDA;8;;79.2;79.2;9.9;9.9;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;53;MARCELO GOMES & CIA LTDA;12;;138;137.4;11.5;11.45;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;54;MARCELO GOMES & CIA LTDA;8;;100;100;12.5;12.5;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;55;MARCELO GOMES & CIA LTDA;20;;332;330;16.6;16.5;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;56;MARCELO GOMES & CIA LTDA;10;;30;30;3;3;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;57;MARCELO GOMES & CIA LTDA;2;;11;10.9;5.5;5.45;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;58;MARCELO GOMES & CIA LTDA;3;;19.5;19.35;6.5;6.45;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;59;MARCELO GOMES & CIA LTDA;4;;35.6;35.4;8.9;8.85;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;60;MARCELO GOMES & CIA LTDA;3;;29.7;29.55;9.9;9.85;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;61;MARCELO GOMES & CIA LTDA;10;;106;105.5;10.6;10.55;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;62;MARCELO GOMES & CIA LTDA;10;;140;139.5;14;13.95;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;63;MARCELO GOMES & CIA LTDA;10;;139;138.5;13.9;13.85;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;64;MARCELO GOMES & CIA LTDA;20;;250;249;12.5;12.45;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;65;MARCELO GOMES & CIA LTDA;40;;510;508;12.75;12.7;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;66;MARCELO GOMES & CIA LTDA;10;;35;35;3.5;3.5;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;67;MARCELO GOMES & CIA LTDA;150;;780;772.5;5.2;5.15;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;68;MARCELO GOMES & CIA LTDA;255;;2269.5;2256.75;8.9;8.85;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;69;MARCELO GOMES & CIA LTDA;2;;29.6;29.6;14.8;14.8;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;70;MARCELO GOMES & CIA LTDA;50;;195;194.5;3.9;3.89;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;71;MARCELO GOMES & CIA LTDA;90;;351;350.1;3.9;3.89;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;72;MARCELO GOMES & CIA LTDA;3;;11.7;11.67;3.9;3.89;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;73;MARCELO GOMES & CIA LTDA;20;;59;59;2.95;2.95;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;74;MARCELO GOMES & CIA LTDA;50;;160;159;3.2;3.18;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;75;MARCELO GOMES & CIA LTDA;2;;270;269.6;135;134.8;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;76;MARCELO GOMES & CIA LTDA;80;;156;156;1.95;1.95;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;77;MARCELO GOMES & CIA LTDA;65;;129.35;128.7;1.99;1.98;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;78;MARCELO GOMES & CIA LTDA;3;;37.5;37.5;12.5;12.5;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;79;MARCELO GOMES & CIA LTDA;5;;17.5;17.4;3.5;3.48;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;80;MARCELO GOMES & CIA LTDA;40;;156.8;156;3.92;3.9;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;81;MARCELO GOMES & CIA LTDA;30;;571.8;571.5;19.06;19.05;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;82;MARCELO GOMES & CIA LTDA;30;;309.9;309;10.33;10.3;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;83;MARCELO GOMES & CIA LTDA;100;;377;375;3.77;3.75;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;84;MARCELO GOMES & CIA LTDA;40;;1564;1560;39.1;39;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;85;MARCELO GOMES & CIA LTDA;75;;410.25;408.75;5.47;5.45;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;86;MARCELO GOMES & CIA LTDA;20;;90;90;4.5;4.5;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;87;MARCELO GOMES & CIA LTDA;20;;90;90;4.5;4.5;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;88;MARCELO GOMES & CIA LTDA;20;;90;90;4.5;4.5;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;89;MARCELO GOMES & CIA LTDA;20;;90;90;4.5;4.5;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;90;MARCELO GOMES & CIA LTDA;20;;90;90;4.5;4.5;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;91;MARCELO GOMES & CIA LTDA;20;;90;90;4.5;4.5;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;92;MARCELO GOMES & CIA LTDA;2;;254.74;254;127.37;127;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;93;MARCELO GOMES & CIA LTDA;8;;92;91.6;11.5;11.45;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;94;MARCELO GOMES & CIA LTDA;8;;108;107.6;13.5;13.45;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;95;MARCELO GOMES & CIA LTDA;2;;31;30.8;15.5;15.4;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;96;MARCELO GOMES & CIA LTDA;10;;109;108;10.9;10.8;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;97;MARCELO GOMES & CIA LTDA;30;;327;324;10.9;10.8;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;98;MARCELO GOMES & CIA LTDA;20;;170;169;8.5;8.45;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;99;MARCELO GOMES & CIA LTDA;50;;731;730;14.62;14.6;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;100;MARCELO GOMES & CIA LTDA;60;;193.2;192;3.22;3.2;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;101;MARCELO GOMES & CIA LTDA;1;;60;59.5;60;59.5;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;102;MARCELO GOMES & CIA LTDA;50;;192.5;192.5;3.85;3.85;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;103;MARCELO GOMES & CIA LTDA;50;;180;180;3.6;3.6;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;104;MARCELO GOMES & CIA LTDA;2;;39;38.8;19.5;19.4;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;105;MARCELO GOMES & CIA LTDA;2;;33;32.9;16.5;16.45;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;106;MARCELO GOMES & CIA LTDA;2;;39.8;39.6;19.9;19.8;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;107;MARCELO GOMES & CIA LTDA;2;;43;42.8;21.5;21.4;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;108;MARCELO GOMES & CIA LTDA;150;;825;825;5.5;5.5;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;109;MARCELO GOMES & CIA LTDA;6;;75.78;71.7;12.63;11.95;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;110;MARCELO GOMES & CIA LTDA;35;;553;549.5;15.8;15.7;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
05.850.947/0001-05;0;;111;MARCELO GOMES & CIA LTDA;24;;396;393.6;16.5;16.4;itensVencedores_02118fac-b9c0-47f6-ba00-5e5d7c975f42.csv
