descricao;idItem;numero;quantidade;situacao;unidadeMedida;valorTotal;valorUnitario;origem_arquivo
FILTRO 5N11 P2 POEIRAS NÃVOAS E FUMOS METÃLICOS 3M;1305300;8;120;ATIVO;UNIDADE;984;8.2;itens_d38f53a5-6903-4afb-bf6f-3e38ee190608.csv
CARTUCHO QUÃMICO 6003 VAPORES ORGÃNICOS/GASES ÃCIDOS 3M;1307338;7;120;ATIVO;UNIDADE;4800;40;itens_d38f53a5-6903-4afb-bf6f-3e38ee190608.csv
PLACA FRONT PLACE CAPACETE DRAGER FPS 7000;1309353;4;25;ATIVO;UNIDADE;10750;430;itens_d38f53a5-6903-4afb-bf6f-3e38ee190608.csv
RETENTOR 501 PARA FILTRO 5N11 3M;1317605;9;40;ATIVO;UNIDADE;318;7.95;itens_d38f53a5-6903-4afb-bf6f-3e38ee190608.csv
CESTA BÃSICA, COMPOSTA POR:;1243567;1;11000;ATIVO;kit;463320;42.12;itens_d3d1f7f0-7eac-428f-84c7-f554a1c3b375.csv
Luva NitrÃ­lica Azul;1299147;1;300;ATIVO;CAIXA;22698;75.66;itens_d5574a46-0808-45e2-889e-1da94493d4d8.csv
MÃSCARA PFF2/N95;1341774;4;1000;ATIVO;UNIDADE;4090;4.09;itens_d5574a46-0808-45e2-889e-1da94493d4d8.csv
HD INTERNO Interno SATA/ 2TB/ 7.200 RPM;1301314;20;20;ATIVO;UNIDADE;9440;472;itens_d73effd5-7031-4f5f-a529-7a669259ba84.csv
CABO VGA MONITOR/PROJETOR 10mt;1301317;62;5;ATIVO;UNIDADE;145;29;itens_d73effd5-7031-4f5f-a529-7a669259ba84.csv
HD INTERNO;1303382;19;10;ATIVO;UNIDADE;24410;2441;itens_d73effd5-7031-4f5f-a529-7a669259ba84.csv
CÃ¢mera de Monitoramento Lente 2.8 mm;1305398;7;20;ATIVO;UNIDADE;3470;173.5;itens_d73effd5-7031-4f5f-a529-7a669259ba84.csv
HD EXTERNO PARA BACKUP;1307451;28;8;ATIVO;UNIDADE;16280;2035;itens_d73effd5-7031-4f5f-a529-7a669259ba84.csv
CÃ¢mera de Monitoramento Lente 3.6 mm;1309456;8;20;ATIVO;UNIDADE;3318;165.9;itens_d73effd5-7031-4f5f-a529-7a669259ba84.csv
MemÃ³ria DDR 3/ 4GB;1313494;77;30;ATIVO;UNIDADE;4560;152;itens_d73effd5-7031-4f5f-a529-7a669259ba84.csv
CABO VGA MONITOR/PROJETOR 20mt;1317706;63;5;ATIVO;UNIDADE;335;67;itens_d73effd5-7031-4f5f-a529-7a669259ba84.csv
CABO de REDE CX DE 305 Metros -  CAT 5;1319711;52;20;ATIVO;CAIXA;4560;228;itens_d73effd5-7031-4f5f-a529-7a669259ba84.csv
BOTA OPERACIONAL;1317597;26;80;ATIVO;PAR;32400;405;itens_d7d4ad7d-a772-4ca4-a0f9-0b2eb8c868fd.csv
Alcool Gel 70% frasco com valvula pump, de 400 a 500;1267839;11;4000;ATIVO;FRASCO;21200;5.3;itens_d879c6f1-0366-4091-bd7a-d19ca7643e67.csv
Clorexidina aquosa;1267869;46;3500;ATIVO;UNIDADE;4830;1.38;itens_d879c6f1-0366-4091-bd7a-d19ca7643e67.csv
Detergente enzimÃ¡tico.;1267870;58;250;ATIVO;GALÃO;17000;68;itens_d879c6f1-0366-4091-bd7a-d19ca7643e67.csv
Ãlcool etÃ­lico 70Â° antissÃ©ptico;1267873;10;5000;ATIVO;FRASCO;19500;3.9;itens_d879c6f1-0366-4091-bd7a-d19ca7643e67.csv
Azitromicina 500mg;1267540;1;50000;ATIVO;COMPRIMIDO;109500;2.19;itens_d88098d8-11a2-4c5a-928b-ca40bfb4ce86.csv
MacacÃ£o de seguranÃ§a confeccionado em nÃ£o tecido 100% G;1268595;2;2500;ATIVO;UNIDADE;57450;22.98;itens_d9960f0d-9b64-49da-b4d4-6cfe9a8538c1.csv
MÃ³dulo a LED pedestre 200x200mm - Cor Vermelho (C/ cronÃ´metr;1301219;13;15;ATIVO;UNIDADE;10271.1;684.74;itens_d9a919fd-b32e-452b-a480-0f26779975c2.csv
MÃ³dulo a LED veicular 200mm - Cor: Vermelho;1305318;8;50;ATIVO;UNIDADE;15108.5;302.17;itens_d9a919fd-b32e-452b-a480-0f26779975c2.csv
Controlador EletrÃ´nico microprocessado 8/8 fases;1307358;1;3;ATIVO;UNIDADE;14995;4998.3333;itens_d9a919fd-b32e-452b-a480-0f26779975c2.csv
MÃ³dulo a LED pedestre 200x200mm - Cor Verde;1307360;14;15;ATIVO;UNIDADE;10051.2;670.08;itens_d9a919fd-b32e-452b-a480-0f26779975c2.csv
Botoeira para pedestre - tipo sonora;1309369;12;50;ATIVO;UNIDADE;96717;1934.34;itens_d9a919fd-b32e-452b-a480-0f26779975c2.csv
Cabo PP 2x1,5mm;1311438;17;1000;ATIVO;METRO;5530;5.53;itens_d9a919fd-b32e-452b-a480-0f26779975c2.csv
Grupo Focal Veicular Repetidor 3x200mm I a LED;1311439;6;60;ATIVO;UNIDADE;93984;1566.4;itens_d9a919fd-b32e-452b-a480-0f26779975c2.csv
MÃ³dulo a LED veicular 200mm - Cor: Verde;1311440;10;50;ATIVO;UNIDADE;15258.5;305.17;itens_d9a919fd-b32e-452b-a480-0f26779975c2.csv
Grupo Focal pedestre 2x200mm a LED (quadrado);1313408;7;40;ATIVO;UNIDADE;66338.8;1658.47;itens_d9a919fd-b32e-452b-a480-0f26779975c2.csv
Botoeira para pedestre - tipo convencional;1317627;11;10;ATIVO;UNIDADE;2836;283.6;itens_d9a919fd-b32e-452b-a480-0f26779975c2.csv
Cabo PP 4x1,5mm;1317628;15;1000;ATIVO;METRO;8100;8.1;itens_d9a919fd-b32e-452b-a480-0f26779975c2.csv
MÃ³dulo a LED veicular 200mm - Cor: Amarelo;1319632;9;40;ATIVO;UNIDADE;12086.8;302.17;itens_d9a919fd-b32e-452b-a480-0f26779975c2.csv
Cabo PP 3x1,5mm;1319633;16;1000;ATIVO;METRO;6870;6.87;itens_d9a919fd-b32e-452b-a480-0f26779975c2.csv
Detergente multienzimÃ¡tico em galÃ£o de 4 a 5 litros;1268195;260;300;ATIVO;GALAO;20970;69.9;itens_dd19b6fd-4a7f-4df4-8b93-9389c174ce59.csv
Envelope auto selante 55X100mm;1268196;274;2000;ATIVO;CAIXA;31400;15.7;itens_dd19b6fd-4a7f-4df4-8b93-9389c174ce59.csv
Alavanca apical reta;1268270;7;10;ATIVO;UNIDADE;308.8;30.88;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
EspÃ¡tula para manipulaÃ§Ã£o nÂº 72;1268272;58;10;ATIVO;UNIDADE;74.5;7.45;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
EspÃ¡tula Para Resina com Calcador NÂ° 3;1268273;59;100;ATIVO;UNIDADE;5143;51.43;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Estojo Endodontico 48 furos 20x10x5cm;1268274;65;2;ATIVO;UNIDADE;274;137;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Porta-amÃ¡lgama de plÃ¡stico, autoclavÃ¡vel;1268275;96;2;ATIVO;UNIDADE;18.56;9.28;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Porta-matriz, tipo Toflemire adulto, em aÃ§o inox;1268276;97;10;ATIVO;UNIDADE;201.5;20.15;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Sonda milimetrada em aÃ§o inox;1268277;107;20;ATIVO;UNIDADE;195;9.75;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Ãgua destilada - GalÃ£o 5 (cinco) litros;1268278;124;1200;ATIVO;GALAO;7428;6.19;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Alginato tipo II;1268279;130;200;ATIVO;PACOTE;1932;9.66;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Avental RX para Paciente Adulto;1268280;142;1;ATIVO;UNIDADE;349;349;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Avental RX para Paciente Infantil;1268281;143;1;ATIVO;UNIDADE;284;284;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Broca de alta rotaÃ§Ã£o diamantada nÂº3080, cÃ´nica, topo inativ;1268282;176;70;ATIVO;UNIDADE;109.2;1.56;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
BROCA ENDO Z - 21 MM;1268283;197;30;ATIVO;UNIDADE;444;14.8;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Caixa Para Aparelho OrtodÃ´ntico sortidos;1268284;213;60;ATIVO;EMBALAGEM;545.4;9.09;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
CÃ¢mara Escura Para RevelaÃ§Ã£o;1268285;214;1;ATIVO;UNIDADE;130;130;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Canudo plÃ¡stico descartÃ¡vel 5x210mm (21cm).;1268286;217;10;ATIVO;PACOTE;13.4;1.34;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Cartela 2 furos para rx odontolÃ³gico;1268287;219;10;ATIVO;PACOTE;62.4;6.24;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Compressas de Gaze HidrÃ³fila 9 fios, 100% AlgodÃ£o 7,5 x 7,5;1268288;230;1200;ATIVO;PACOTE;17280;14.4;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Edta gel 24%. Embalagem com 2 seringas com 3g de gel cada.;1268289;263;15;ATIVO;CAIXA;329.55;21.97;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
ElÃ¡stico Intraoral LÃ¡tex 1/2 - MÃDIO.;1268290;265;10;ATIVO;EMBALAGEM;90;9;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
ElÃ¡stico Intraoral LÃ¡tex 1/4 - mÃ©dio;1268291;266;10;ATIVO;EMBALAGEM;106.2;10.62;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
ElÃ¡stico Separador Anel AZUL;1268292;270;10;ATIVO;EMBALAGEM;101.9;10.19;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
ElÃ¡stico Separador Anel VERDE;1268293;271;10;ATIVO;EMBALAGEM;103.4;10.34;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Envelope auto selante 190X330mm;1268294;272;1200;ATIVO;CAIXA;50268;41.89;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Escova de Robson reta, para contra angulo;1268295;283;1000;ATIVO;UNIDADE;1020;1.02;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Evidenciador de placa;1268296;293;30;ATIVO;FRASCO;152.1;5.07;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Fio agulhado NYLON preto 3.0 /EP2;1268297;298;340;ATIVO;CAIXA;10166;29.9;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
FITA AUTOCLAVE;1268298;308;50;ATIVO;ROLO;149.5;2.99;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Fixador para radiografia;1268299;312;30;ATIVO;FRASCO;242.7;8.09;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Formocresol - 10ml;1268300;314;50;ATIVO;FRASCO;175;3.5;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Dobrador de amarilho;1268301;52;1;ATIVO;UNIDADE;14.45;14.45;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Gesso Pedra Tipo VI;1268302;320;200;ATIVO;PACOTE;2470;12.35;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Descolador Freer Duplo;1268303;51;2;ATIVO;UNIDADE;120;60;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
CURETA GRACEY 7-8 - EM AÃO INOX;1268304;48;15;ATIVO;UNIDADE;120.6;8.04;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Acalcador de Banda c/ Ponta Quadrada;1268315;1;1;ATIVO;UNIDADE;11.97;11.97;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Acalcador de Banda c/ Ponta Triangular Invertida;1268316;2;1;ATIVO;UNIDADE;12.16;12.16;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Acalcador de Banda c/ Ponta triangular. Tipo mordedor;1268317;3;1;ATIVO;UNIDADE;11.66;11.66;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Alavanca apical curva Esquerda;1268318;5;10;ATIVO;UNIDADE;308.8;30.88;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Alavanca apical curva Direita;1268319;6;10;ATIVO;UNIDADE;308.8;30.88;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Alicate OrtodÃ´ntico Bico De Papagaio 137;1268321;13;1;ATIVO;UNIDADE;69;69;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Alicate OrtodÃ´ntico De La Rosa 109;1268322;17;1;ATIVO;UNIDADE;74.5;74.5;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Alicate OrtodÃ´ntico Removedor de BrÃ¡quete 346R;1268323;19;1;ATIVO;UNIDADE;73.9;73.9;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Alicate ortodÃ´ntico universal 325;1268324;22;1;ATIVO;UNIDADE;73.9;73.9;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
APLICADOR DE DYCAL;1268325;27;20;ATIVO;UNIDADE;148;7.4;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Arco Young Adulto;1268326;30;5;ATIVO;UNIDADE;40.25;8.05;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
CABO P/ ESPELHO ODONTOLOGICO;1268327;32;120;ATIVO;UNIDADE;343.2;2.86;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Cabo para bisturi nÂº3;1268328;33;40;ATIVO;UNIDADE;316;7.9;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Calcador de banda;1268329;36;1;ATIVO;UNIDADE;35.3;35.3;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Cuba Inox Redonda 13cm;1268330;41;6;ATIVO;UNIDADE;139.38;23.23;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Cureta dentina (escavador), nÂº 05 PEQUENA;1268331;43;15;ATIVO;UNIDADE;84.75;5.65;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
CURETA GRACEY 11-12 - EM AÃO INOX;1268332;45;15;ATIVO;UNIDADE;120.6;8.04;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
CURETA GRACEY 5-6 - EM AÃO INOX;1268333;47;50;ATIVO;UNIDADE;402;8.04;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Descolador cirurgico Molt NÂº 09;1268334;50;100;ATIVO;UNIDADE;1170;11.7;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Haste flexÃ­vel em algodÃ£o (cotonete).;1268335;324;100;ATIVO;CAIXA;195;1.95;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
HemostÃ¡tico LÃ­quido - 10ml;1268336;325;40;ATIVO;UNIDADE;534;13.35;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
HidrÃ³xido de cÃ¡lcio PrÃ³-AnÃ¡lise - 10g;1268337;326;60;ATIVO;POTE;222;3.7;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Moldeira Total Perfurada PlÃ¡stico;1268371;382;2;ATIVO;kit;118.46;59.23;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Ãculos de proteÃ§Ã£o de plÃ¡stico;1268372;383;120;ATIVO;UNIDADE;339.6;2.83;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Papel Crepado em folhas 40 x 40 cm;1268373;390;20;ATIVO;CAIXA;1712.4;85.62;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Papel filme PVC. Rolo 30m. 28cm;1268374;392;100;ATIVO;ROLO;316;3.16;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Pavio para lamparina;1268375;401;2;ATIVO;PACOTE;5.18;2.59;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Ponta de seringa trÃ­plice descartÃ¡vel;1268376;416;625;ATIVO;EMBALAGEM;15987.5;25.58;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Refil Endometric, refil de tamborel para apoio de limas endo;1268377;450;30;ATIVO;PACOTE;378.6;12.62;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Restaurador provisÃ³rio tipo Cimpat, Rosa e/ou Branco;1268378;461;70;ATIVO;FRASCO;398.3;5.69;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
REVELADOR PARA RADIOGRAFIA - FRASCO COM 475 ML;1268379;462;30;ATIVO;FRASCO;273;9.1;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Selante FotopolimerizÃ¡vel, COM liberaÃ§Ã£o FLÃOR;1268380;465;100;ATIVO;kit;1448;14.48;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Sugador EndodÃ´ntico DescartÃ¡vel;1268381;474;200;ATIVO;PACOTE;2158;10.79;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Verniz cavitÃ¡rio -10 ml;1268382;483;15;ATIVO;FRASCO;127.5;8.5;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Aparelho de ultrassom odontolÃ³gico;1268383;485;1;ATIVO;UNIDADE;1170;1170;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Mini incubadora biolÃ³gica;1268384;498;12;ATIVO;UNIDADE;1674.24;139.52;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Seladora tÃ©rmica digital;1268386;502;2;ATIVO;UNIDADE;1080;540;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
CURETA GRACEY 13-14 - EM AÃO INOX;1328379;46;15;ATIVO;UNIDADE;120.6;8.04;itens_dde25180-68c2-4a38-bc97-a0821f596c2e.csv
Folha em EVA 600x400x2mm;1306994;37;6000;ATIVO;UNIDADE;5340;0.89;itens_de068ca7-774d-4953-945b-2c5fad2ff00b.csv
Tesoura de ponta arredondada;1309009;75;4000;ATIVO;UNIDADE;4360;1.09;itens_de068ca7-774d-4953-945b-2c5fad2ff00b.csv
LÃ¡pis preto de grafite nÂº 2.;1313015;50;1000;ATIVO;CAIXA;27860;27.86;itens_de068ca7-774d-4953-945b-2c5fad2ff00b.csv
Grampo para grampeador de madeira;1315193;46;200;ATIVO;CAIXA;1548;7.74;itens_de068ca7-774d-4953-945b-2c5fad2ff00b.csv
Caderno quadriculado com arame;1341761;10;100;ATIVO;UNIDADE;684;6.84;itens_de068ca7-774d-4953-945b-2c5fad2ff00b.csv
HD EXTERNO Externo USB 3.0 4TB;1299217;27;10;ATIVO;UNIDADE;7250;725;itens_deddf1b4-7b6d-4eac-aa2b-3668dae948b6.csv
FONTE ATX;1299220;71;50;ATIVO;UNIDADE;21395;427.9;itens_deddf1b4-7b6d-4eac-aa2b-3668dae948b6.csv
Leitor de cartÃµes;1299221;75;50;ATIVO;UNIDADE;2650;53;itens_deddf1b4-7b6d-4eac-aa2b-3668dae948b6.csv
Monitor.;1301310;33;20;ATIVO;UNIDADE;19540;977;itens_deddf1b4-7b6d-4eac-aa2b-3668dae948b6.csv
Software Office Home & Business 2019 ESD PN T5D-03191;1301312;48;50;ATIVO;UNIDADE;40700;814;itens_deddf1b4-7b6d-4eac-aa2b-3668dae948b6.csv
ESTABILIZADOR 1000VA BIVOLT;1303380;12;20;ATIVO;UNIDADE;4200;210;itens_deddf1b4-7b6d-4eac-aa2b-3668dae948b6.csv
HD INTERNO Interno SATA/ 4TB/ 7.200 RPM;1303383;21;20;ATIVO;UNIDADE;15200;760;itens_deddf1b4-7b6d-4eac-aa2b-3668dae948b6.csv
Placa de VÃ­deo PCI-Express/ SaÃ­da HDMI+DVI+VGA;1303385;88;20;ATIVO;UNIDADE;4780;239;itens_deddf1b4-7b6d-4eac-aa2b-3668dae948b6.csv
APARELHO TELEFONICO SEM FIO.;1305397;4;20;ATIVO;UNIDADE;2528;126.4;itens_deddf1b4-7b6d-4eac-aa2b-3668dae948b6.csv
NO-BREAK;1307449;35;10;ATIVO;UNIDADE;6540;654;itens_deddf1b4-7b6d-4eac-aa2b-3668dae948b6.csv
Gabinete;1307453;17;10;ATIVO;UNIDADE;2980;298;itens_deddf1b4-7b6d-4eac-aa2b-3668dae948b6.csv
Smartphone;1307456;96;15;ATIVO;UNIDADE;27945;1863;itens_deddf1b4-7b6d-4eac-aa2b-3668dae948b6.csv
HD EXTERNO Externo USB 3.0 1 TB;1309458;25;10;ATIVO;UNIDADE;3488;348.8;itens_deddf1b4-7b6d-4eac-aa2b-3668dae948b6.csv
Processador;1309460;95;20;ATIVO;UNIDADE;32000;1600;itens_deddf1b4-7b6d-4eac-aa2b-3668dae948b6.csv
Adaptador de rede Wireless;1311516;50;20;ATIVO;UNIDADE;1760;88;itens_deddf1b4-7b6d-4eac-aa2b-3668dae948b6.csv
TV de LED 43/ FULL HD;1311518;46;5;ATIVO;UNIDADE;11325;2265;itens_deddf1b4-7b6d-4eac-aa2b-3668dae948b6.csv
ESTABILIZADOR 300VA BIVOLT;1313488;13;15;ATIVO;UNIDADE;2070;138;itens_deddf1b4-7b6d-4eac-aa2b-3668dae948b6.csv
ESTABILIZADOR 600VA BIVOLT;1313489;14;20;ATIVO;UNIDADE;3960;198;itens_deddf1b4-7b6d-4eac-aa2b-3668dae948b6.csv
PLACA MAE SOCKET LGA 1150;1313492;89;30;ATIVO;UNIDADE;13500;450;itens_deddf1b4-7b6d-4eac-aa2b-3668dae948b6.csv
MALETA PARA NOTEBOOK;1313495;76;50;ATIVO;UNIDADE;4900;98;itens_deddf1b4-7b6d-4eac-aa2b-3668dae948b6.csv
CartÃ£o de MemÃ³ria 32GB;1315652;65;10;ATIVO;UNIDADE;400;40;itens_deddf1b4-7b6d-4eac-aa2b-3668dae948b6.csv
FILTRO DE LINHA;1317702;15;20;ATIVO;UNIDADE;554;27.7;itens_deddf1b4-7b6d-4eac-aa2b-3668dae948b6.csv
Fone de Ouvido.;1317703;16;50;ATIVO;UNIDADE;4900;98;itens_deddf1b4-7b6d-4eac-aa2b-3668dae948b6.csv
IMPRESSORA MULTIFUNCIONAL LASER MONOCROMÃTICA;1319706;32;10;ATIVO;UNIDADE;23780;2378;itens_deddf1b4-7b6d-4eac-aa2b-3668dae948b6.csv
"NOTEBOOK;";1319707;37;38;ATIVO;UNIDADE;182400;4800;itens_deddf1b4-7b6d-4eac-aa2b-3668dae948b6.csv
Papel Off-Set, alcalino, formato A-4;1306993;58;225;ATIVO;CAIXA;30825;137;itens_e06b9ce7-e03f-4ab6-956e-f9590789f665.csv
Thinner- Solvente -Hidrocarbonetos aromÃ¡ticos;1298728;645;125;ATIVO;BALDE;25000;200;itens_e09e1b40-4737-48ac-b3b3-66dab745303a.csv
Tinta epÃ³xi base- BRANCO , galÃ£o 2,7 L;1298729;678;112;ATIVO;GALAO;14336;128;itens_e09e1b40-4737-48ac-b3b3-66dab745303a.csv
Tinta epÃ³xi  base - laranja SeguranÃ§a, galÃ£o 2,7 L;1298730;675;115;ATIVO;GALAO;16675;145;itens_e09e1b40-4737-48ac-b3b3-66dab745303a.csv
Tinta AcrÃ­lica,Acabamento Fosco Na Cor:Vermelho Ãxido.;1298731;666;67;ATIVO;BALDE;13869;207;itens_e09e1b40-4737-48ac-b3b3-66dab745303a.csv
Verniz Maritimo Brilhante Incolor;1298775;745;288;ATIVO;UNIDADE;20016;69.5;itens_e09e1b40-4737-48ac-b3b3-66dab745303a.csv
Massa Corrida PVA contendo 18L;1300806;450;235;ATIVO;BALDE;13982.5;59.5;itens_e09e1b40-4737-48ac-b3b3-66dab745303a.csv
Tinta AcrÃ­lica para Piso de quadra esportiva;1300810;654;232;ATIVO;GALAO;12829.6;55.3;itens_e09e1b40-4737-48ac-b3b3-66dab745303a.csv
inta AcrÃ­lica,Acabamento Semi-Brilho. Na Cor: Verde Musgo;1300816;674;170;ATIVO;BALDE;65960;388;itens_e09e1b40-4737-48ac-b3b3-66dab745303a.csv
Tinta AcrÃ­lica,Acabamento Semi-Brilho.  Na Cor:Vermelho Card;1300817;670;142;ATIVO;BALDE;55238;389;itens_e09e1b40-4737-48ac-b3b3-66dab745303a.csv
Tinta AcrÃ­lica,Acabamento Semi-Brilho.  Na Cor:Palha;1300818;669;173;ATIVO;BALDE;57782;334;itens_e09e1b40-4737-48ac-b3b3-66dab745303a.csv
Tinta AcrÃ­lica,acabamento fosco para Pintura de Pisos Ciment;1300819;659;127;ATIVO;BALDE;26289;207;itens_e09e1b40-4737-48ac-b3b3-66dab745303a.csv
fundo preparador para parede, a base de agua, incolor acabam;1300831;302;265;ATIVO;UNIDADE;18152.5;68.5;itens_e09e1b40-4737-48ac-b3b3-66dab745303a.csv
fundo Ã³leo fosco 3,6 litros;1300832;301;177;ATIVO;UNIDADE;9540.3;53.9;itens_e09e1b40-4737-48ac-b3b3-66dab745303a.csv
MASSA DE CALAFETAR;1302826;451;117;ATIVO;kg;1158.3;9.9;itens_e09e1b40-4737-48ac-b3b3-66dab745303a.csv
Tinta AcrÃ­lica acabamento fosco na cor:Branco Gelo contendo;1302831;650;179;ATIVO;BALDE;49905.2;278.8;itens_e09e1b40-4737-48ac-b3b3-66dab745303a.csv
Tinta AcrÃ­lica,Acabamento Fosco Cor Concreto;1302833;658;262;ATIVO;BALDE;54234;207;itens_e09e1b40-4737-48ac-b3b3-66dab745303a.csv
Tinta Esmalte SintÃ©tico,linha Premium Cor:Branco,Verde,Preta;1302836;681;544;ATIVO;GALAO;36448;67;itens_e09e1b40-4737-48ac-b3b3-66dab745303a.csv
TINTA EPOXI, a base de solvente;1302837;680;92;ATIVO;GALAO;12686.8;137.9;itens_e09e1b40-4737-48ac-b3b3-66dab745303a.csv
Tinta AcrÃ­lica,acabamento fosco cor:amarelo;1302838;662;62;ATIVO;BALDE;12834;207;itens_e09e1b40-4737-48ac-b3b3-66dab745303a.csv
Tinta epÃ³xi base azul seguranÃ§a  SeguranÃ§a, galÃ£o 2,7 L;1304898;677;115;ATIVO;GALAO;15847;137.8;itens_e09e1b40-4737-48ac-b3b3-66dab745303a.csv
Tinta AcrÃ­lica ,Acabamento Fosco  Na Cor:Verde.;1304899;665;67;ATIVO;BALDE;13869;207;itens_e09e1b40-4737-48ac-b3b3-66dab745303a.csv
Tinta AcrÃ­lica premium, acabamento fosco na cor verde erva d;1306943;655;153;ATIVO;BALDE;42687;279;itens_e09e1b40-4737-48ac-b3b3-66dab745303a.csv
Tinta AcrÃ­lica acabamento fosco na cor:Branco Neve contendo;1306944;652;167;ATIVO;BALDE;46559.6;278.8;itens_e09e1b40-4737-48ac-b3b3-66dab745303a.csv
tinta epÃ³xi 3,6 litros a base de Ã¡gua;1306947;676;255;ATIVO;GALAO;28560;112;itens_e09e1b40-4737-48ac-b3b3-66dab745303a.csv
Solvente para EpÃ³xi, lata 5L;1306950;595;250;ATIVO;GALAO;23750;95;itens_e09e1b40-4737-48ac-b3b3-66dab745303a.csv
fundo galvanizado - 3,6 litros;1306959;300;183;ATIVO;UNIDADE;18245.1;99.7;itens_e09e1b40-4737-48ac-b3b3-66dab745303a.csv
escova aÃ§o com cabo;1306961;256;155;ATIVO;UNIDADE;1906.5;12.3;itens_e09e1b40-4737-48ac-b3b3-66dab745303a.csv
