descricao;id;quantidade;situacao;unidadeMedida;valorTotal;valorUnitario;origem_arquivo
Mesa tipo escrivaninha para Sala administraÃ§Ã£o;0;3;PERDEU; ;2400;800;itensProposta_5018b60a-dc98-4a1b-98e5-f25eaedb74f4.csv
ArmÃ¡rio em MDF para Sala administraÃ§Ã£o;0;2;PERDEU; ;1900;950;itensProposta_5018b60a-dc98-4a1b-98e5-f25eaedb74f4.csv
Mesa tipo escrivaninha em MDF para RecepÃ§Ã£o;0;1;PERDEU; ;800;800;itensProposta_5018b60a-dc98-4a1b-98e5-f25eaedb74f4.csv
ArmÃ¡rio tipo escaninho para DepÃ³sito Enfermagem;0;2;PERDEU; ;4300;2150;itensProposta_5018b60a-dc98-4a1b-98e5-f25eaedb74f4.csv
BalcÃ£o de atendimento em MDF para Sala de Enfermagem 01;0;1;PERDEU; ;2050;2050;itensProposta_5018b60a-dc98-4a1b-98e5-f25eaedb74f4.csv
BalcÃ£o de apoio em MDF para Sala de Enfermagem 01;0;1;PERDEU; ;1500;1500;itensProposta_5018b60a-dc98-4a1b-98e5-f25eaedb74f4.csv
BalcÃ£o estaÃ§Ã£o de trabalho em MDF para Sala de Enfermagem 02;0;1;PERDEU; ;2600;2600;itensProposta_5018b60a-dc98-4a1b-98e5-f25eaedb74f4.csv
Mesa escrivaninha em MDF para ConsultÃ³rio mÃ©dico;0;1;PERDEU; ;800;800;itensProposta_5018b60a-dc98-4a1b-98e5-f25eaedb74f4.csv
BalcÃ£o estaÃ§Ã£o de trabalho em MDF para Semi- intensiva 01;0;1;PERDEU; ;3700;3700;itensProposta_5018b60a-dc98-4a1b-98e5-f25eaedb74f4.csv
BalcÃ£o em L em MDF para Semi- intensiva 02;0;1;PERDEU; ;2750;2750;itensProposta_5018b60a-dc98-4a1b-98e5-f25eaedb74f4.csv
Mesa em MDF para RefeitÃ³rio;0;3;PERDEU; ;3210;1070;itensProposta_5018b60a-dc98-4a1b-98e5-f25eaedb74f4.csv
ArmÃ¡rio tipo escaninho em MDF para Paramento;0;2;PERDEU; ;3400;1700;itensProposta_5018b60a-dc98-4a1b-98e5-f25eaedb74f4.csv
ArmÃ¡rio aberto em MDF para Paramento;0;2;PERDEU; ;1900;950;itensProposta_5018b60a-dc98-4a1b-98e5-f25eaedb74f4.csv
Mesa em MDF para FarmÃ¡cia;0;2;PERDEU; ;1600;800;itensProposta_5018b60a-dc98-4a1b-98e5-f25eaedb74f4.csv
BalcÃ£o estaÃ§Ã£o de trabalho para 02 computadores para Enferma;0;1;PERDEU; ;2600;2600;itensProposta_5018b60a-dc98-4a1b-98e5-f25eaedb74f4.csv
BalcÃ£o de pia, com 4 gavetas com trilho telescÃ³pico;0;6;PERDEU; ;4500;750;itensProposta_5018b60a-dc98-4a1b-98e5-f25eaedb74f4.csv
Bancada de apoio para Sala EsterilizaÃ§Ã£o e RX;0;3;PERDEU; ;4500;1500;itensProposta_5018b60a-dc98-4a1b-98e5-f25eaedb74f4.csv
Cama de solteiro em MDF reforÃ§ado para Descanso plantonistas;0;12;PERDEU; ;12600;1050;itensProposta_5018b60a-dc98-4a1b-98e5-f25eaedb74f4.csv
GARRAFAO DE 20 LITROS;0;1300;DESCLASSIFICADO; ;13000;10;itensProposta_5105986c-6447-4727-ad63-356d3dc3eec5.csv
Cx. copo 200ml, com 48 unidades s/gÃ¡s;0;25;DESCLASSIFICADO; ;700;28;itensProposta_5105986c-6447-4727-ad63-356d3dc3eec5.csv
Cx. copo desc. 180ml, c/2500 un.;0;10;DESCLASSIFICADO; ;900;90;itensProposta_5105986c-6447-4727-ad63-356d3dc3eec5.csv
Acompanhamento de perÃ­cia processo judiial de nÂ° 5002140-18.;4399148;1;PERDEU;SV;28900;28900;itensProposta_51eb97bf-3870-4af6-b29d-afc414359ce7.csv
Luva lÃ¡tex nÃ£o estÃ©ril p/ procedimento - tamanho P.;4443929;307;DESCLASSIFICADO;CX;12847.95;41.85;itensProposta_53541ee2-ddc6-49f4-b08f-ad2e5d117869.csv
Luva lÃ¡tex nÃ£o estÃ©ril p/ procedimento - tamanho M.;4443930;375;DESCLASSIFICADO;CX;15693.75;41.85;itensProposta_53541ee2-ddc6-49f4-b08f-ad2e5d117869.csv
Luva lÃ¡tex nÃ£o estÃ©ril p/ procedimento - tamanho G.;4443931;200;DESCLASSIFICADO;CX;8370;41.85;itensProposta_53541ee2-ddc6-49f4-b08f-ad2e5d117869.csv
DIVISORIA DO TIPO NAVAL SIMPLES,COM PERFIL EM AÃO ZINCADO  C;0;68.18;DESCLASSIFICADO; ;6361.19;93.3;itensProposta_5a2d3cc8-0793-4cb1-837b-01d73f5a94bf.csv
PORTAS COM BATENTES REQUADROS DOBRADIÃAS FECHADURA;0;4;DESCLASSIFICADO; ;1364;341;itensProposta_5a2d3cc8-0793-4cb1-837b-01d73f5a94bf.csv
Tubos alumÃ­niio 35x70mmx6cm, cor branca;0;2;DESCLASSIFICADO; ;736;368;itensProposta_5a2d3cc8-0793-4cb1-837b-01d73f5a94bf.csv
Parede de gesso acartonato com 12mm espessura;0;111;DESCLASSIFICADO; ;14874;134;itensProposta_5a2d3cc8-0793-4cb1-837b-01d73f5a94bf.csv
Porta em eucatex completa 2.11 x 0,80;0;4;DESCLASSIFICADO; ;1364;341;itensProposta_5a2d3cc8-0793-4cb1-837b-01d73f5a94bf.csv
CelebraÃ§Ã£o de Contrato de GestÃ£o Emergencial, objetivando o;4446439;6;DESCLASSIFICADO;MES;1.457535042E7;2429225.07;itensProposta_5f43ff9a-432b-4d81-a467-5fb162b9a3ca.csv
Obras reconstruÃ§Ã£o e recuperaÃ§Ã£o do telhado PaÃ§o Municipal;4399667;1;PERDEU;SV;72647.73;72647.73;itensProposta_62624ae0-c3c1-4876-bc16-a544120506d1.csv
OxÃ­metro de pulso clipe de dedo;4443872;50;PERDEU;UN;226450;4529;itensProposta_648b0cb1-fbc1-49bf-a47c-30308fc1aa80.csv
GEOMETRIA.;4392955;70;DESCLASSIFICADO;SERV;3500;50;itensProposta_69b9fbad-a473-4b7f-a56e-6aa8f7e0f0ea.csv
BALANCEAMENTO;4392956;100;DESCLASSIFICADO;SV;2000;20;itensProposta_69b9fbad-a473-4b7f-a56e-6aa8f7e0f0ea.csv
CONSERTO DE PNEU;4392957;150;DESCLASSIFICADO;SERV;4500;30;itensProposta_69b9fbad-a473-4b7f-a56e-6aa8f7e0f0ea.csv
MONTAGEM;4392958;100;DESCLASSIFICADO;SV;2500;25;itensProposta_69b9fbad-a473-4b7f-a56e-6aa8f7e0f0ea.csv
CAMBAGEM;4392959;15;DESCLASSIFICADO;SV;900;60;itensProposta_69b9fbad-a473-4b7f-a56e-6aa8f7e0f0ea.csv
REMENDO QUENTE;4392960;20;DESCLASSIFICADO;SV;1400;70;itensProposta_69b9fbad-a473-4b7f-a56e-6aa8f7e0f0ea.csv
BICO (VÃLVULA);4392961;10;DESCLASSIFICADO;SV;150;15;itensProposta_69b9fbad-a473-4b7f-a56e-6aa8f7e0f0ea.csv
Cama Hospitalar, fabricada em ferro pintado, Tubo 1.1/4, T;4443904;70;VENCEU;UN;42000;600;itensProposta_6caec522-068d-4352-88fe-5351fcc64653.csv
HIGIENIZAÃÃO PREDIAL nas U.B.S. nos Centros de Triagem;4443875;6;DESCLASSIFICADO;MES;838933.2;139822.2;itensProposta_6d21cdf9-1a80-400f-b975-64623e3c6af2.csv
PrestaÃ§Ã£o de serviÃ§o de MOTORISTA DE AMBULÃNCIA  devidamente;4443922;6;VENCEU;MES;381489.6;63581.6;itensProposta_70d7909c-fcda-4ec8-a751-21da442801a6.csv
NUTRISON ENERGY MULTI FIBER 1,5 KCAL 1000 ml;4444053;365;PERDEU;FR.;13359;36.6;itensProposta_7138a56c-f227-41af-bd96-261c32550ef1.csv
GEOMETRIA.;4399432;70;DESCLASSIFICADO;SERV;3500;50;itensProposta_72353b04-5d80-45c0-aeaf-1c62e5a4ba7b.csv
BALANCEAMENTO.;4399433;100;DESCLASSIFICADO;SERV;2000;20;itensProposta_72353b04-5d80-45c0-aeaf-1c62e5a4ba7b.csv
CONSERTO DE PNEU;4399434;150;DESCLASSIFICADO;SERV;4500;30;itensProposta_72353b04-5d80-45c0-aeaf-1c62e5a4ba7b.csv
MONTAGEM;4399435;100;DESCLASSIFICADO;SV;2500;25;itensProposta_72353b04-5d80-45c0-aeaf-1c62e5a4ba7b.csv
CAMBAGEM;4399436;15;DESCLASSIFICADO;SV;900;60;itensProposta_72353b04-5d80-45c0-aeaf-1c62e5a4ba7b.csv
REMENDO QUENTE;4399437;20;DESCLASSIFICADO;SV;1400;70;itensProposta_72353b04-5d80-45c0-aeaf-1c62e5a4ba7b.csv
BICO (VÃLVULA);4399438;10;DESCLASSIFICADO;SV;150;15;itensProposta_72353b04-5d80-45c0-aeaf-1c62e5a4ba7b.csv
NUTRISON ENERGY MULTI FIBER 1,5 KCAL 1000 ml;4444053;365;PERDEU;FR.;12632.65;34.61;itensProposta_741a7b92-ed53-4a4e-8abd-f3531a0e3008.csv
ABRAÃADEIRA DE NYLON 3, 6MMX150MM BRANCA;4399356;200;PERDEU;UND;22;0.11;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
ABRAÃADEIRA DE NYLON 3, 6MMX200MM BRANCA;4399357;200;PERDEU;UND;32;0.16;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
BORRACHA SILICONE TRANSPARENTE 280G QUARTZOLIT;4399358;6;PERDEU;UND;96;16;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
BUCHA PLASTICA P/ FIXAÃÃO DE PARAFUSO NÂº 6;4399359;1000;PERDEU;UND;90;0.09;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
BUCHA PLASTICA P/ FIXAÃÃO DE PARAFUSO NÂº 8;4399360;500;PERDEU;UND;0;0;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
CABO FLEXIVEL 1,5MM (AMARELO);4399361;200;PERDEU;M;22;0.11;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
CABO FLEXIVEL 1,5MM (AZUL);4399362;200;PERDEU;M;280;1.4;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
CABO FLEXIVEL 1,5MM (BRANCO);4399363;200;PERDEU;M;280;1.4;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
CABO FLEXIVEL 1,5MM (CINZA);4399364;200;PERDEU;M;280;1.4;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
CABO FLEXIVEL 1,5MM (MARROM);4399365;200;PERDEU;M;280;1.4;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
CABO FLEXIVEL 1,5MM (PRETO);4399366;200;PERDEU;M;280;1.4;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
CABO FLEXIVEL 1,5MM (VERDE);4399367;200;PERDEU;M;280;1.4;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
CABO FLEXIVEL 1,5MM (VERMELHO);4399368;200;PERDEU;M;280;1.4;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
CABO FLEXIVEL 1,5MM (AMARELO);4399369;300;PERDEU;M;420;1.4;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
CABO FLEXIVEL 1,5MM (AZUL);4399370;400;PERDEU;M;900;2.25;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
CABO FLEXIVEL 1,5MM (BRANCO);4399371;300;PERDEU;M;675;2.25;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
CABO FLEXIVEL 1,5MM (PRETO);4399372;400;PERDEU;M;900;2.25;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
CABO FLEXIVEL 1,5MM (VERDE);4399373;300;PERDEU;M;675;2.25;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
CABO LAN 4 PARES P/ REDE CPU LOGICO;4399374;310;PERDEU;M;697.5;2.25;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
CAL BRANCO PARA PINTURA 8KG;4399375;10;PERDEU;SC;22.5;2.25;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
cone de sinalizaÃ§Ã£o amarelo/preto 75cm;4399376;2;PERDEU;UND;20;10;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
CONECTOR PARA CABO LAN RJ-45 8P8C REF: 3681;4399377;200;PERDEU;UND;6600;33;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
CORRENTE PVC 8MM INTERCALADO PRETO/AMARELO;4399378;100;PERDEU;M;74;0.74;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
DESENTUPIDOR LIQUIDO 1LT;4399379;6;PERDEU;LT;46.2;7.7;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
DISJUNTOR MONO SHB1-CO 20A - BRANCO;4399380;6;PERDEU;UND;237;39.5;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
DISJUNTOR MONO SHB1-CO 25A - BRANCO;4399381;6;PERDEU;UND;57;9.5;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
DISJUNTOR MONO SHB1-CO 32A - BRANCO;4399382;6;PERDEU;UND;57;9.5;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
eletroduto corrugado amarela 25mm 3/4 (50mt);4399383;50;PERDEU;M;475;9.5;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
ENGATE FLEXIVEL 40CM 1/2 PLASTICO;4399384;6;PERDEU;UND;12;2;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
engate flexivel 60cm 1/2 plastico;4399385;6;PERDEU;UND;28.8;4.8;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
Esmalte ab extra 3,6lt;4399386;3;PERDEU;GAL;16.5;5.5;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
FECHADURA 1601/09 55MM ESPELHO INOX EXTERNA;4399387;6;PERDEU;UND;630;105;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
FECHADURA CILINDRICA P/ DIVISORIA BRANCO;4399388;6;PERDEU;UND;660;110;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
FILTRO DE LINHA CONJUTO DE 5 TOMADAS PRETA;4399389;4;PERDEU;UND;264;66;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
Fita dupla face 19mm transparente (20mts);4399390;40;PERDEU;M;1320;33;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
FITA DUREX TRANSPARENTE 45MM X 45MTS LARGA;4399391;6;PERDEU;RL;42;7;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
FITA ISOLANTE ANTI-CHAMA PRETA 19MMX20MT - 3M;4399392;10;PERDEU;UND;44;4.4;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
FITA KREPP 50MT X 25MM;4399393;12;PERDEU;RL;92.4;7.7;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
Fita krepp 50mt x 50mm;4399394;12;PERDEU;UND;92.4;7.7;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
FITA PRA DEMARCAÃÃO AMARELA/PRETA 70X200MT;4399395;6;PERDEU;UND;60;10;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
GLIFOSATO 1000ML PRONTO USO MADEMATO;4399396;6;PERDEU;UND;84;14;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
ILUMI - 2 TECLAS SIMPLES 6A 250C-STYLUS;4399397;12;PERDEU;UND;252;21;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
ILUMI - TOMADA 2P+T 10A 250V-STYLUS;4399398;25;PERDEU;UND;247.5;9.9;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
ILUMI - TOMADA 2P+T 20A 250V-STYLUS;4399399;25;PERDEU;UND;250;10;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
ILUMI - TOMADA DUPLA 2P+T 10A 250V-STYLUS;4399400;12;PERDEU;UND;126;10.5;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
INPOL BR - ABRAÃADEIRA PVC FIXA TUBO CLICK 3/4;4399401;50;PERDEU;UND;550;11;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
INPOL BR - CAIXA CONDULETE PVC BR (1/2-3/4) 4X2;4399402;12;PERDEU;UND;12;1;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
INPOL BR - JOELHO PVC BR C/ JANELA 3/4 SOLDAVEL;4399403;12;PERDEU;UND;52.8;4.4;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
INPOL BR - TUBO PVC BRANCO 3/4 SOLDAVEL 3MT;4399404;6;PERDEU;BR;26.4;4.4;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
Jimo cupim aerosol 400ml;4399405;6;PERDEU;LAT;93;15.5;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
KIT ACIONAMENTO VALVULA 1.1/4 2035;4399406;6;PERDEU;UND;162;27;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
LAMPADA LED TUBOLAR T8 20W 6500K;4399407;50;PERDEU;UND;2300;46;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
Lixa preta d agua folha g-120;4399408;25;PERDEU;UND;550;22;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
Lixa preta d agua folha g-220;4399409;25;PERDEU;UND;50;2;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
MOLA HIDRAULICA AEREA DE PORTA A530 FORÃA 2 BRANCA;4399410;2;PERDEU;UND;4;2;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
ORGANIZADOR DE FIO 1/2 BRANCO/PRETO;4399411;20;PERDEU;M;2900;145;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
PARAFUSO CHIPBOARD CHATA  3,5X30;4399412;1000;PERDEU;UND;4000;4;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
PARAFUSO CHIPBOARD CHATA BICROMATIZADO 4,0X35;4399413;1000;PERDEU;UND;180;0.18;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
PARAFUSO CHIPBOARD CHATA BICROMATIZADO 5,0X50;4399414;500;PERDEU;UND;110;0.22;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
PEDESTAL ZEBRADO 93CM;4399415;18;PERDEU;UND;5.94;0.33;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
PINCEL 1.1/2 - ROMA;4399416;6;PERDEU;UND;174;29;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
Pincel 2 - roma;4399417;6;PERDEU;UND;39.6;6.6;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
Pincel 3 - roma;4399418;6;PERDEU;UND;46.2;7.7;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
PULVERIZADOR GATILHO 500ML;4399419;10;PERDEU;UND;160;16;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
Rolo espuma 09cm c/ cabo;4399420;12;PERDEU;UND;118.8;9.9;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
rolo espuma 15cm c/ cabo;4399421;6;PERDEU;UND;33;5.5;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
SELANTE POLIURETANO PU BRANCO 400G (PU40;4399422;6;PERDEU;UND;54;9;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
SISTEMA X - TOMADA 10A PADRAO COMPLETA BR;4399423;25;PERDEU;UND;575;23;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
SISTEMA X - TOMADA 20A PADRAO COMPLETA BR;4399424;15;PERDEU;UND;150;10;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
TOMADA EXTENSAO FEMIA PADRAO 2P+T 10A REF:7319;4399425;12;PERDEU;UND;126;10.5;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
TOMADA EXTENSAO FEMIA PADRAO 2P+T 20A REF:6956;4399426;12;PERDEU;UND;79.2;6.6;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
TRENA FITA ACO LUFKIN 8MT;4399427;4;PERDEU;UND;26.4;6.6;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
Tubo extensivo porca pvc branco 0,72cm 030101;4399428;12;PERDEU;UND;480;40;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
X CANALETA - C/ ADESIVO 20X10X200MM - DUTOPLAST 3M;4399429;25;PERDEU;UND;192.5;7.7;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
X CANALETA - C/ ADESIVO 40X16X200MM - (MEDIA);4399430;20;PERDEU;UND;198;9.9;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
X CANALETA - C/ ADESIVO 50X20X200MM - LARGA;4399431;20;PERDEU;UND;380;19;itensProposta_74cbf495-b081-4558-8f25-e4bc826a8914.csv
GARRAFAO DE 20 LITROS;4399318;1450;PERDEU;GRF;14065;9.7;itensProposta_774999e5-2ee7-4c43-aed4-05a0027dc803.csv
Cx. copo 200ml, com 48 unidades s/gÃ¡s;4399319;20;PERDEU;CX;600;30;itensProposta_774999e5-2ee7-4c43-aed4-05a0027dc803.csv
Cx. copo desc. 180ml, c/2500 un.;4399320;10;PERDEU;CX;950;95;itensProposta_774999e5-2ee7-4c43-aed4-05a0027dc803.csv
CelebraÃ§Ã£o de Contrato de GestÃ£o Emergencial, objetivando o;4446439;6;VENCEU;MES;3301970.22;550328.37;itensProposta_78458d9f-aa1b-4934-b40e-d1106f168231.csv
Kit teste rÃ¡pido CORONAVIRUS (COVID 19) Caixa com 25 testes;4443871;40;VENCEU;CXA;124000;3100;itensProposta_7a457044-c433-45f1-82e6-a6ac65344a76.csv
Cortina hosp. vinil liso com tela de 50 cm, cor azul;4443923;55.8;PERDEU;MET;11321.26;202.89;itensProposta_7c4b00d8-55dd-4f5d-ae0e-9758df8897f9.csv
Cortina hosp. vinil liso com tela de 30 cm, cor azul;4443924;21.6;PERDEU;MET;4382.42;202.89;itensProposta_7c4b00d8-55dd-4f5d-ae0e-9758df8897f9.csv
TRILHO DE ALUMINIO;4443925;64.5;PERDEU;M;4160.25;64.5;itensProposta_7c4b00d8-55dd-4f5d-ae0e-9758df8897f9.csv
Curvas;4443926;10;PERDEU;UN;797.5;79.75;itensProposta_7c4b00d8-55dd-4f5d-ae0e-9758df8897f9.csv
Tirantes;4443927;45;PERDEU;UN;1796.85;39.93;itensProposta_7c4b00d8-55dd-4f5d-ae0e-9758df8897f9.csv
MAO DE OBRA (INSTALAÃAO);4443928;1;PERDEU;UND;2200;2200;itensProposta_7c4b00d8-55dd-4f5d-ae0e-9758df8897f9.csv
CelebraÃ§Ã£o de Contrato de GestÃ£o Emergencial, objetivando o;4446439;6;DESCLASSIFICADO;MES;3398198.1;566366.35;itensProposta_7e217246-da35-409b-8252-1f7e905d4856.csv
ServiÃ§o de posto de vigia noturno em escala 12x36, todos os;4392884;1;VENCEU;PSTO;11790;11790;itensProposta_819aff98-2608-4857-b943-e61ec7ff9bc6.csv
Consulta e leitura de publicaÃ§Ãµes de intimaÃ§Ãµes judiciais em;4397381;1;DESCLASSIFICADO;SV;1944;1944;itensProposta_827b4a2b-6d9f-41e5-b047-5ea85057b633.csv
Agua SanitÃ¡ria 5Lt;4399321;24;PERDEU;GAL;1106.4;46.1;itensProposta_83b7ec1c-58e9-44da-ad2c-5e1e014837b8.csv
ALCOOL 70% 5LT GEL ANTISSEPTICO XPRESS;4399322;48;PERDEU;GAL;383.04;7.98;itensProposta_83b7ec1c-58e9-44da-ad2c-5e1e014837b8.csv
ALCOOL 70% LIQUIDO NEUTRO;4399323;144;PERDEU;LT;924.48;6.42;itensProposta_83b7ec1c-58e9-44da-ad2c-5e1e014837b8.csv
BALDE 16LT GRADUADO PLASVALE REF:162;4399324;6;PERDEU;UND;133.8;22.3;itensProposta_83b7ec1c-58e9-44da-ad2c-5e1e014837b8.csv
CLORO 5LTS;4399325;12;PERDEU;GAL;809.4;67.45;itensProposta_83b7ec1c-58e9-44da-ad2c-5e1e014837b8.csv
COPO DESCARTAVEL P/ÃGUA 180ML TRANSLUCIDO C/ 2.500UN ABNIT/2;4399326;18;PERDEU;CX;202.14;11.23;itensProposta_83b7ec1c-58e9-44da-ad2c-5e1e014837b8.csv
DESODORIZADOR ULTRA FRESH ERVA DOCE 400ML;4399327;25;PERDEU;UND;46.75;1.87;itensProposta_83b7ec1c-58e9-44da-ad2c-5e1e014837b8.csv
DETERGENTE 500ML;4399328;72;PERDEU;UND;622.8;8.65;itensProposta_83b7ec1c-58e9-44da-ad2c-5e1e014837b8.csv
ESPONJA DUPLA FACE ESFREBOM REF: 94106;4399329;40;PERDEU;UND;5792;144.8;itensProposta_83b7ec1c-58e9-44da-ad2c-5e1e014837b8.csv
ESPONJA FIBRA VERDE (LIMPEZA PESADA) REF: 9506;4399330;50;PERDEU;UND;42.5;0.85;itensProposta_83b7ec1c-58e9-44da-ad2c-5e1e014837b8.csv
FLANELA 38 X 58 LARANJA REF: 1128;4399331;24;PERDEU;UND;39.12;1.63;itensProposta_83b7ec1c-58e9-44da-ad2c-5e1e014837b8.csv
FOSFORO C/200 PALITOS LONGOS;4399332;12;PERDEU;CX;28.56;2.38;itensProposta_83b7ec1c-58e9-44da-ad2c-5e1e014837b8.csv
LIMPA VIDROS 500 ML POLWAX;4399333;40;PERDEU;UND;159.2;3.98;itensProposta_83b7ec1c-58e9-44da-ad2c-5e1e014837b8.csv
LIMPADOR PERFUMADO POLWAX BRISA DAS FLORES 500ML;4399334;40;PERDEU;UND;215.2;5.38;itensProposta_83b7ec1c-58e9-44da-ad2c-5e1e014837b8.csv
LUVAS MULT USO FORRADA TAM: P M G 1a;4399335;12;PERDEU;PAR;59.76;4.98;itensProposta_83b7ec1c-58e9-44da-ad2c-5e1e014837b8.csv
MLD FLORAL LIMPADOR/DESINFETANTE 5 LTS;4399336;24;PERDEU;GAL;71.52;2.98;itensProposta_83b7ec1c-58e9-44da-ad2c-5e1e014837b8.csv
PA PLASTICA JEITOSA REF: 9253C BETTANIN;4399337;4;PERDEU;UND;218.4;54.6;itensProposta_83b7ec1c-58e9-44da-ad2c-5e1e014837b8.csv
PALHETA P/ MISTURAR CAFÃ C/500 G REF:A16 PT/BR;4399338;12;PERDEU;PCT;1707.6;142.3;itensProposta_83b7ec1c-58e9-44da-ad2c-5e1e014837b8.csv
PANO MULTIUSO PICOTADO VERDE 300MT X 30CM;4399339;4;PERDEU;RL;35.8;8.95;itensProposta_83b7ec1c-58e9-44da-ad2c-5e1e014837b8.csv
PAPEL HIGIÃNICO 64 ROLOS 30MTS;4399340;32;PERDEU;FRD;1052.8;32.9;itensProposta_83b7ec1c-58e9-44da-ad2c-5e1e014837b8.csv
PAPEL TOALHA 2D C/1.000 100%;4399341;72;PERDEU;PCT;1285.2;17.85;itensProposta_83b7ec1c-58e9-44da-ad2c-5e1e014837b8.csv
Pedra SanitÃ¡ria;4399342;100;PERDEU;UND;1285;12.85;itensProposta_83b7ec1c-58e9-44da-ad2c-5e1e014837b8.csv
PULVERIZADOR C/ GATILHO 750ML;4399343;12;PERDEU;UND;16.56;1.38;itensProposta_83b7ec1c-58e9-44da-ad2c-5e1e014837b8.csv
