uuidDespesa;numeroDespesa;descricaoDespesa;dataDespesa;origem_arquivo
despesa_orcamentaria_191_2019_27;27;Manut. da ProteÃ§Ã£o Social Especial - SUAS;2019-01-02;dotacaoOrcamentaria_09cdbb48-5bfe-4ab6-b3e6-3df14dcbbc18.csv
despesa_orcamentaria_29_2019_195;195;Axulio ao Ensino;2019-01-02;dotacaoOrcamentaria_0a16988d-4250-433b-a988-a2f5dcebd646.csv
despesa_orcamentaria_29_2019_72;72;Manut. do Gabinete do Secretario da Fazenda;2019-01-02;dotacaoOrcamentaria_0a6269a4-f2b7-4898-be51-41b7cb61db12.csv
despesa_orcamentaria_29_2017_181;181;FUNDEB;2017-01-02;dotacaoOrcamentaria_0a787ee1-a89b-49e7-a4d4-9a19671a2b7d.csv
despesa_orcamentaria_191_2019_24;24;Manut. da ProteÃ§Ã£o Social Especial - SUAS;2019-01-02;dotacaoOrcamentaria_0aade0f3-5f9f-46d3-8c95-5bdbfada1b94.csv
despesa_orcamentaria_178_2019_104;104;Manut. das Unidades de Saude, 24 Horas e Policlinicas;2019-01-02;dotacaoOrcamentaria_0b3bd338-f63a-4e22-b4de-92559b14f974.csv
despesa_orcamentaria_29_2019_129;129;Creches e PrÃ©-Escolares - EducaÃ§Ã£o Infantil;2019-01-02;dotacaoOrcamentaria_0b7b7401-5fd7-44e6-ac28-f9a166c2decb.csv
despesa_orcamentaria_29_2019_38;38;Manut. da Junta do ServiÃ§o Militar;2019-01-02;dotacaoOrcamentaria_0bff9348-787c-4cce-a4f0-f30e711fe669.csv
despesa_orcamentaria_29_2019_54;54;Manut. Funcional do Gabinete do Vice Prefeito;2019-01-02;dotacaoOrcamentaria_0c32a55d-fd87-40f3-940b-cecd87f7c602.csv
despesa_orcamentaria_29_2019_1;1;Manut. Funcional do Gabinete do Prefeito;2019-01-02;dotacaoOrcamentaria_0c4fe82e-4e0f-4b1e-b269-369dbed6e0b1.csv
despesa_orcamentaria_29_2019_56;56;Manut. da Procuradoria Geral;2019-01-02;dotacaoOrcamentaria_0c695114-66b7-492b-97c9-6cbed112d819.csv
despesa_orcamentaria_29_2019_58;58;Manut. da Procuradoria Geral;2019-01-02;dotacaoOrcamentaria_0c7b048e-5657-4de6-9c97-4b1703c39f2b.csv
despesa_orcamentaria_178_2018_5;5;Manut. do Fundo Municipal de Saude, despesas de pessoal outros p/ manut.;2018-01-02;dotacaoOrcamentaria_0c871022-2d9a-4095-bfd7-42437e23e10f.csv
despesa_orcamentaria_29_2018_18;18;Manut. da Diretoria de Transito e Transporte;2018-01-02;dotacaoOrcamentaria_0c8beebe-7086-40dd-a70f-ffb09eb4302b.csv
despesa_orcamentaria_178_2019_56;56;Manut. da Saude Bucal-ESF;2019-01-02;dotacaoOrcamentaria_0c9e8d4b-3f6c-4ff3-9f05-4462de3a95fc.csv
despesa_orcamentaria_29_2019_124;124;Manut. do Gabinete da Secretaria de EducaÃ§Ã£o;2019-01-02;dotacaoOrcamentaria_0cbaa1ad-6014-4d2d-ac41-fb9c33cb88a4.csv
despesa_orcamentaria_178_2019_44;44;Manut. CEREST;2019-01-02;dotacaoOrcamentaria_0cc85714-a762-4b56-94f3-53edeedf1d30.csv
despesa_orcamentaria_29_2019_226;226;Manut. Gabinete do Secretario.;2019-01-02;dotacaoOrcamentaria_0ce96704-3c3f-4cc3-b823-1718415f0190.csv
despesa_orcamentaria_186_2019_5;5;Manut. de Projetos Habitacionais e de Interesse Social;2019-01-02;dotacaoOrcamentaria_0d3befad-fd07-48b9-a5b5-d34b04c314ab.csv
despesa_orcamentaria_178_2018_21;21;Manut. Vigilancia Sanitaria;2018-01-02;dotacaoOrcamentaria_0d7fad6f-2dd3-4e7a-a5ca-dfafc1eb2197.csv
despesa_orcamentaria_29_2019_156;156;Unidades Escolares - Ensino Fundamental;2019-01-02;dotacaoOrcamentaria_0d99b21b-4209-40c9-86c5-d9ff56f715d9.csv
despesa_orcamentaria_29_2019_246;246;EdificaÃ§Ãµes Publicas;2019-01-02;dotacaoOrcamentaria_0daadfbc-a6e6-43ba-b684-6d9b7ce06046.csv
despesa_orcamentaria_178_2019_4;4;Manut. do Fundo Municipal de Saude, despesas de pessoal outros p/ manut.;2019-01-02;dotacaoOrcamentaria_0e0aecd5-8470-4443-93b2-c146cfd77bcc.csv
despesa_orcamentaria_178_2019_27;27;Manut. SAMU;2019-01-02;dotacaoOrcamentaria_0e1964a8-e449-44ff-9a8a-f0ef2b02d0fd.csv
despesa_orcamentaria_178_2019_93;93;ManutenÃ§Ã£o DST/HIV/AIDS;2019-01-02;dotacaoOrcamentaria_0e5b8547-2151-4bae-ba34-b739ac1242fe.csv
despesa_orcamentaria_29_2019_131;131;Creches e PrÃ©-Escolares - EducaÃ§Ã£o Infantil;2019-01-02;dotacaoOrcamentaria_0eabfa85-615c-4737-8f87-a253b43c1cad.csv
despesa_orcamentaria_178_2019_106;106;Manut. das Unidades de Saude, 24 Horas e Policlinicas;2019-01-02;dotacaoOrcamentaria_0ed1db3f-66ec-488c-a926-8ad5b2a40f5a.csv
despesa_orcamentaria_29_2019_253;253;Centros Comunitarios;2019-01-02;dotacaoOrcamentaria_0ef4fa1d-3762-4fe7-a86f-6af9eab4b4e6.csv
despesa_orcamentaria_29_2019_97;97;Manut. da ArrecadaÃ§Ã£o, FiscalizaÃ§Ã£o, Cadastro Imobiliario;2019-01-02;dotacaoOrcamentaria_0fb26e4b-d579-4b9a-84e5-e1a6bb114d3c.csv
despesa_orcamentaria_29_2019_217;217;Manut. do Depto. Administrativo da EducaÃ§Ã£o, formaÃ§Ã£o continuada;2019-01-02;dotacaoOrcamentaria_0fcfccc7-9376-4d4c-b2df-e8ea7d79d537.csv
despesa_orcamentaria_29_2019_79;79;Manut. do Patrimonio;2019-01-02;dotacaoOrcamentaria_101ca40c-5630-4ca6-9716-2bfd5c89fcc8.csv
despesa_orcamentaria_29_2019_103;103;Manut. da Agricultura;2019-01-02;dotacaoOrcamentaria_10424099-7abb-4a37-b35d-2ef46375fff6.csv
despesa_orcamentaria_178_2019_108;108;Manut. das Unidades de Saude, 24 Horas e Policlinicas;2019-01-02;dotacaoOrcamentaria_1050e89f-cec2-4ee5-b319-efd86a827e8b.csv
despesa_orcamentaria_178_2019_86;86;Manut. Vigilancia Sanitaria;2019-01-02;dotacaoOrcamentaria_106d015d-c60d-476d-8502-8e8b81e443a9.csv
despesa_orcamentaria_178_2019_111;111;Manut. das Unidades de Saude, 24 Horas e Policlinicas;2019-01-02;dotacaoOrcamentaria_107edfe0-b8b9-40cc-a9a4-fd32c8a06914.csv
despesa_orcamentaria_29_2017_366;366;Creches e PrÃ©-Escolares;2017-09-29;dotacaoOrcamentaria_108f5b4f-3375-4187-8dd2-81428e5c240d.csv
despesa_orcamentaria_29_2014_190;190;Obras;2014-01-02;dotacaoOrcamentaria_10b33625-9f0e-4989-b187-e4d3bc04ac51.csv
despesa_orcamentaria_29_2019_123;123;Manut. do Gabinete da Secretaria de EducaÃ§Ã£o;2019-01-02;dotacaoOrcamentaria_10c3e04a-c457-436c-8497-82669ad01d8b.csv
despesa_orcamentaria_178_2019_33;33;Manut. CAPs;2019-01-02;dotacaoOrcamentaria_10f4bfcc-ad0d-434a-b072-d494679cf2a0.csv
despesa_orcamentaria_29_2019_50;50;Manut. da Direitoria de Tecnologia da InformaÃ§Ã£o;2019-01-02;dotacaoOrcamentaria_11038c91-1190-4af9-b61c-22be2a4d2eec.csv
despesa_orcamentaria_178_2019_103;103;Manut. das Unidades de Saude, 24 Horas e Policlinicas;2019-01-02;dotacaoOrcamentaria_113b358a-ada2-4c3c-b973-21ac6d1c1ef1.csv
despesa_orcamentaria_29_2017_137;137;ConvÃªnio Policia Militar;2017-01-02;dotacaoOrcamentaria_11518935-e9e4-43f8-8e69-8bfb1ad2739b.csv
despesa_orcamentaria_29_2019_83;83;Manut. da Tesouraria e Contabilidade - Financeiro;2019-01-02;dotacaoOrcamentaria_115bd5c3-0df8-4d63-a9d1-b5ec0ab9dcc2.csv
despesa_orcamentaria_29_2018_120;120;Manut. do Gabinete da Secretaria de EducaÃ§Ã£o;2018-01-02;dotacaoOrcamentaria_116252a4-bb75-4bb9-a908-c8bec1ceaebe.csv
despesa_orcamentaria_29_2019_158;158;ConvÃªnios com Entidades Educacionais;2019-01-02;dotacaoOrcamentaria_11826040-4ae1-4d88-a7b2-e6aa1e09cbfc.csv
despesa_orcamentaria_178_2019_49;49;Manut. da UPA da PrÃ³spera;2019-01-02;dotacaoOrcamentaria_11e92e44-71f5-40e8-8017-66fc53537722.csv
despesa_orcamentaria_29_2019_47;47;Manut. da Diretoria de ComunicaÃ§Ã£o;2019-01-02;dotacaoOrcamentaria_11ea4aed-9a29-4487-9dd3-3dbf641c736e.csv
despesa_orcamentaria_178_2019_94;94;ManutenÃ§Ã£o DST/HIV/AIDS;2019-01-02;dotacaoOrcamentaria_12557fa2-a4d3-4cb4-9c20-5910c827df3b.csv
despesa_orcamentaria_178_2019_14;14;Manut. PSF e ESF;2019-01-02;dotacaoOrcamentaria_125a15b8-9a63-485e-8480-61a8d5a9ec26.csv
despesa_orcamentaria_191_2019_2;2;Manut. da GestÃ£o da Assitencia Social;2019-01-02;dotacaoOrcamentaria_12903da2-d02f-44f9-8da5-56a4d89a4d9a.csv
despesa_orcamentaria_29_2019_260;260;CanalizaÃ§Ãµes e Drenagens;2019-01-02;dotacaoOrcamentaria_1292664b-8d08-41d4-9340-d747536604fc.csv
despesa_orcamentaria_178_2019_39;39;Manut. CEOs;2019-01-02;dotacaoOrcamentaria_1310d0d1-c736-4af7-ac2b-282e06220459.csv
despesa_orcamentaria_29_2019_41;41;Coord. Mun. de ProteÃ§Ã£o Defesa Civil;2019-01-02;dotacaoOrcamentaria_131177ce-a3e6-48f2-abad-3569d8c79eed.csv
despesa_orcamentaria_178_2019_5;5;Manut. do Fundo Municipal de Saude, despesas de pessoal outros p/ manut.;2019-01-02;dotacaoOrcamentaria_131697b5-eb79-492c-9c14-dfaec6118f81.csv
despesa_orcamentaria_29_2019_223;223;Diversidade Etnica Racial;2019-01-02;dotacaoOrcamentaria_133621b5-a66f-4ca5-bb26-0cd43cfab7d7.csv
despesa_orcamentaria_186_2018_1;1;Manut. de Projetos Habitacionais e de Interesse Social;2018-01-02;dotacaoOrcamentaria_13deeb76-1454-477a-b909-9ccf45523b52.csv
despesa_orcamentaria_29_2019_135;135;Creches e PrÃ©-Escolares - EducaÃ§Ã£o Infantil;2019-01-02;dotacaoOrcamentaria_144ffa8b-2fe1-467e-9a79-84de4e0d7822.csv
despesa_orcamentaria_29_2019_194;194;Axulio ao Ensino;2019-01-02;dotacaoOrcamentaria_14920e8d-fb90-4050-9f33-781ac03178c0.csv
despesa_orcamentaria_186_2019_2;2;Manut. de Projetos Habitacionais e de Interesse Social;2019-01-02;dotacaoOrcamentaria_149d6037-e375-42dc-af65-c9d8b11e6c58.csv
despesa_orcamentaria_191_2018_21;21;Manut. da ProteÃ§Ã£o Social Especial - SUAS;2018-01-02;dotacaoOrcamentaria_14becd5f-a440-4a2d-9003-ef4d25a661a9.csv
despesa_orcamentaria_178_2019_38;38;Manut. CAPs;2019-01-02;dotacaoOrcamentaria_14c35056-7db1-4941-a577-50d9394081ce.csv
despesa_orcamentaria_29_2019_52;52;Manut. da Direitoria de Tecnologia da InformaÃ§Ã£o;2019-01-02;dotacaoOrcamentaria_14e5a253-5481-43ba-a89e-93fd9ad8954c.csv
despesa_orcamentaria_29_2019_160;160;ConvÃªnios com Entidades Educacionais;2019-01-02;dotacaoOrcamentaria_151e9eb0-1514-4c72-9fa3-ec5ad117e893.csv
despesa_orcamentaria_29_2019_288;288;IluminaÃ§Ã£o Publica;2019-01-02;dotacaoOrcamentaria_153a4193-e1f5-4d09-a96d-9dbc5f245182.csv
despesa_orcamentaria_178_2019_21;21;Manut. do PACs;2019-01-02;dotacaoOrcamentaria_153e8bc3-023b-44fe-bea9-61670b65c5b4.csv
despesa_orcamentaria_178_2018_58;58;Manut. CEOs;2018-01-02;dotacaoOrcamentaria_1554c7e4-b720-4f6b-a4b9-429a2200be51.csv
despesa_orcamentaria_178_2017_28;28;Programa de SaÃºde da Familia-PSF / NASF;2017-01-02;dotacaoOrcamentaria_15694a8f-909f-46d3-8e6b-2e9e5bbd914d.csv
despesa_orcamentaria_29_2019_139;139;AlfabetizaÃ§Ã£o de Jovens e Adultos;2019-01-02;dotacaoOrcamentaria_1577bb90-dad6-483b-852c-b32da40f755b.csv
despesa_orcamentaria_29_2018_72;72;Manut. do Recurso Humanos, AdmissÃµes por Concursos, CapacitaÃ§Ã£o Profis.;2018-01-02;dotacaoOrcamentaria_157cb459-f84c-452f-abda-2fc8c91ed3d4.csv
despesa_orcamentaria_178_2018_4;4;Manut. do Fundo Municipal de Saude, despesas de pessoal outros p/ manut.;2018-01-02;dotacaoOrcamentaria_15a24fd4-3305-40e2-af11-ea8897e5466a.csv
391610;1;Manut. da Diretoria de Transito e Transporte;2019-01-01;dotacaoOrcamentaria_15b3d7c1-01db-4451-978a-e33dbd3e8511.csv
despesa_orcamentaria_29_2019_277;277;PavimentaÃ§Ã£o/Resup/RevitalizaÃ§Ã£o/Mobilidade Urbana/Emprestimo FONPLATA, BNDS/BRDE;2019-01-02;dotacaoOrcamentaria_16796182-edbb-4b24-95c8-074f6918944e.csv
despesa_orcamentaria_178_2018_57;57;Manut. CEOs;2018-01-02;dotacaoOrcamentaria_16b2d246-15be-4609-9f1a-d46f61904521.csv
despesa_orcamentaria_29_2018_73;73;Manut. do Recurso Humanos, AdmissÃµes por Concursos, CapacitaÃ§Ã£o Profis.;2018-01-02;dotacaoOrcamentaria_16eaac7e-54ea-4262-b796-c34b4a072f14.csv
despesa_orcamentaria_29_2019_29;29;Manut. do Conselho Tutelar;2019-01-02;dotacaoOrcamentaria_1714341b-e1e4-4ede-9d4e-e7df7f82d148.csv
despesa_orcamentaria_29_2019_4;4;Manut. da Secretaria Geral;2019-01-02;dotacaoOrcamentaria_179da809-d83f-4a76-b971-db4638f46b6e.csv
despesa_orcamentaria_29_2018_39;39;Coord. Mun. de ProteÃ§Ã£o Defesa Civil;2018-01-02;dotacaoOrcamentaria_186dfe43-683a-4bec-bb7c-2f6582a1eb4d.csv
despesa_orcamentaria_29_2018_128;128;Creches e PrÃ©-Escolares - EducaÃ§Ã£o Infantil;2018-01-02;dotacaoOrcamentaria_18c0a582-6940-4553-b13f-480c006c76c7.csv
despesa_orcamentaria_29_2019_33;33;Manut. do Fundo do Idoso - ProteÃ§Ã£o ao Idoso;2019-01-02;dotacaoOrcamentaria_18d1e9b8-df3e-49d1-81ca-f239f5751eed.csv
despesa_orcamentaria_178_2016_4;4;Fundo Mun. de SaÃºde;2016-01-02;dotacaoOrcamentaria_18e8196a-1e96-48ca-b48a-2a294a5f9cac.csv
despesa_orcamentaria_29_2018_60;60;Manut. da Casa da Cidadania;2018-01-02;dotacaoOrcamentaria_192888fb-c7c5-4d42-8dd8-f99c05663434.csv
despesa_orcamentaria_29_2019_170;170;Funcional do FUNDEB (Folha Pagamanento);2019-01-02;dotacaoOrcamentaria_19471c90-08c1-410c-a09a-88b1803e2139.csv
despesa_orcamentaria_29_2017_147;147;SentenÃ§as / AÃ§Ãµes Judiciais;2017-01-02;dotacaoOrcamentaria_1a04b1e1-9bad-430e-9e6e-cbaa7970240f.csv
despesa_orcamentaria_29_2019_35;35;Manut. da Ouvidoria;2019-01-02;dotacaoOrcamentaria_1a05c8e4-c61b-43f6-89da-2578f2ea49db.csv
despesa_orcamentaria_178_2019_112;112;ManutenÃ§Ã£o do Hospital Santa Catarina e Banco de Olhos;2019-02-01;dotacaoOrcamentaria_1a3a000d-963b-4989-9606-1b9a12733141.csv
despesa_orcamentaria_29_2019_87;87;Manut. do Apoio Administrativo, Contrib. AMREC.;2019-01-02;dotacaoOrcamentaria_1a52226f-15f3-42cd-8bef-ee627d32444c.csv
despesa_orcamentaria_29_2019_11;11;Manut. da Diretoria de Logistica;2019-01-02;dotacaoOrcamentaria_1a71dfe4-a492-45de-b4ae-a8dd07464357.csv
despesa_orcamentaria_191_2019_25;25;Manut. da ProteÃ§Ã£o Social Especial - SUAS;2019-01-02;dotacaoOrcamentaria_1a7d3bc0-3573-4d08-9b3a-4a04fbb382a3.csv
despesa_orcamentaria_29_2019_100;100;Manut. da Agricultura;2019-01-02;dotacaoOrcamentaria_1abf4a5f-0583-4122-a4a2-dbe125b956f7.csv
despesa_orcamentaria_178_2019_30;30;Manut. SAMU;2019-01-02;dotacaoOrcamentaria_1b3391d7-57d0-4dca-b8cc-56cdfb836a8b.csv
despesa_orcamentaria_178_2019_41;41;Manut. CEOs;2019-01-02;dotacaoOrcamentaria_1b878154-0034-4718-9f6d-f22c8fc36a68.csv
despesa_orcamentaria_29_2019_109;109;Manut. da Agricultura;2019-01-02;dotacaoOrcamentaria_1baa77c1-6d8f-467b-ba98-c11b908641c1.csv
despesa_orcamentaria_29_2018_223;223;Manut. depto de Obras;2018-01-02;dotacaoOrcamentaria_1be2ea64-bd16-4a64-8148-cd8accaf59ac.csv
despesa_orcamentaria_178_2019_92;92;Manut. da Epidemiologia;2019-01-02;dotacaoOrcamentaria_1c588823-5023-4f7d-a023-9ab1be509343.csv
despesa_orcamentaria_191_2019_11;11;Manut. da ProteÃ§Ã£o Social BÃ¡sica - SUAS;2019-01-02;dotacaoOrcamentaria_1caef39c-46f7-49c9-a486-d288cf40304d.csv
despesa_orcamentaria_29_2018_139;139;Unidades Escolares - Ensino Fundamental;2018-01-02;dotacaoOrcamentaria_1cc74ab6-8501-493c-8cca-cf408ec211f8.csv
despesa_orcamentaria_181_2019_4;4;Limpeza de vias e logradouro pÃºblicos;2019-01-02;dotacaoOrcamentaria_1cd2acd6-9374-48cd-856f-1c348677c19e.csv
despesa_orcamentaria_191_2018_14;14;Manut. da ProteÃ§Ã£o Social BÃ¡sica - SUAS;2018-01-02;dotacaoOrcamentaria_1cff4809-4468-4fc3-8666-39f3646fece9.csv
despesa_orcamentaria_29_2018_115;115;Manut. do ConvÃªnio Corpo de Bombeiros;2018-01-02;dotacaoOrcamentaria_1d3f827c-ec7d-4873-944d-abb34457843e.csv
despesa_orcamentaria_178_2019_55;55;Manut. da Saude Bucal-ESF;2019-01-02;dotacaoOrcamentaria_1d9ae34e-cb4e-4714-b59c-362ae651008c.csv
despesa_orcamentaria_178_2019_99;99;ManutenÃ§Ã£o do Programa de AlimentaÃ§Ã£o e NutriÃ§Ã£o;2019-01-02;dotacaoOrcamentaria_1dc8c49f-a3cc-448e-b698-052ba8e87818.csv
despesa_orcamentaria_29_2019_306;306;Creches e PrÃ©-Escolares - EducaÃ§Ã£o Infantil;2019-03-01;dotacaoOrcamentaria_1e47bc58-9b21-4630-984a-ea1c6ed7eb19.csv
despesa_orcamentaria_29_2019_161;161;ConvÃªnios com Entidades Educacionais;2019-01-02;dotacaoOrcamentaria_1e64ab73-99cb-4043-ba8b-6dd4a9f46e6b.csv
despesa_orcamentaria_178_2016_13;13;Hospital Santa Catarina / Banco de Olhos;2016-01-02;dotacaoOrcamentaria_1ec4f014-31ed-4e91-b74e-4a3682398e38.csv
despesa_orcamentaria_29_2019_219;219;Manut. do Depto. Administrativo da EducaÃ§Ã£o, formaÃ§Ã£o continuada;2019-01-02;dotacaoOrcamentaria_1ee6a107-15e8-4046-a1fd-7c11a3e3faf0.csv
despesa_orcamentaria_29_2019_90;90;Manut. do Apoio Administrativo, Contrib. AMREC.;2019-01-02;dotacaoOrcamentaria_1f44fc40-8ab4-4bad-acef-fcafebb13e6b.csv
despesa_orcamentaria_29_2019_236;236;Manut. depto de Obras;2019-01-02;dotacaoOrcamentaria_1fc21895-58f4-4f22-b854-d521604fa6a1.csv
despesa_orcamentaria_29_2019_220;220;Manut. do Depto. Administrativo da EducaÃ§Ã£o, formaÃ§Ã£o continuada;2019-01-02;dotacaoOrcamentaria_20704517-9168-4022-881f-21cc3d708bcc.csv
despesa_orcamentaria_29_2019_19;19;Manut. da Diretoria de Transito e Transporte;2019-01-02;dotacaoOrcamentaria_20eff6cf-be0a-4ca8-a5ce-be7dc0399d42.csv
despesa_orcamentaria_29_2017_215;215;Administrativo da EducaÃ§Ã£o;2017-01-02;dotacaoOrcamentaria_2164f4a6-8a47-4401-8e6d-50e2cb85a90b.csv
despesa_orcamentaria_29_2019_244;244;Manut. das Intendencias do Rio Maina/Santa Luzia/Prospera/Quarta Linha;2019-01-02;dotacaoOrcamentaria_2229ff87-9dd9-47ae-ae72-eb3a8a482601.csv
despesa_orcamentaria_178_2018_139;139;Manut. PSF e ESF;2018-06-12;dotacaoOrcamentaria_2357f0eb-c7c0-47ef-a05b-65fb0838b095.csv
despesa_orcamentaria_29_2018_284;284;Unidades Escolares - Ensino Fundamental;2018-01-02;dotacaoOrcamentaria_235b74dd-bcf2-4a54-a1eb-52e6a418612a.csv
despesa_orcamentaria_178_2018_125;125;Manut. do Hospital Santa Catarina e Banco de Olhos;2018-06-06;dotacaoOrcamentaria_24500f2a-2ffa-464e-945e-9b2f7459d87f.csv
despesa_orcamentaria_191_2018_9;9;Manut. da ProteÃ§Ã£o Social BÃ¡sica - SUAS;2018-01-02;dotacaoOrcamentaria_2504c9b0-50f2-42db-b7e6-4941997d0c74.csv
despesa_orcamentaria_29_2019_114;114;Manut. do ConvÃªnio Policia Militar;2019-01-02;dotacaoOrcamentaria_2513a68e-23a5-4083-8f12-342303674722.csv
despesa_orcamentaria_29_2019_233;233;Manut. depto de Obras;2019-01-02;dotacaoOrcamentaria_2545cf6a-2b5f-47d3-a155-f8bc68780567.csv
despesa_orcamentaria_178_2019_25;25;Manut. do PACs;2019-01-02;dotacaoOrcamentaria_259792c8-061e-444d-b94b-263b5eb9904c.csv
despesa_orcamentaria_29_2019_53;53;Manut. Funcional do Gabinete do Vice Prefeito;2019-01-02;dotacaoOrcamentaria_259e96d7-9009-4070-a25e-3fca3b3c1e04.csv
despesa_orcamentaria_29_2018_103;103;Manut. da Agricultura;2018-01-02;dotacaoOrcamentaria_25ca42e0-62b5-484d-888d-37edd65324ab.csv
despesa_orcamentaria_191_2018_26;26;Manut. da ProteÃ§Ã£o Social Especial - SUAS;2018-01-02;dotacaoOrcamentaria_262f3128-0579-404e-a933-60914099e900.csv
despesa_orcamentaria_29_2019_210;210;Nucleo de CooperaÃ§Ã£o Educacional;2019-01-02;dotacaoOrcamentaria_264556a9-2dcb-47ce-ad9b-85dadb9e107c.csv
despesa_orcamentaria_29_2018_142;142;Unidades Escolares - Ensino Fundamental;2018-01-02;dotacaoOrcamentaria_27443f4d-e8dd-4fb0-af6f-ac72c5ad8717.csv
despesa_orcamentaria_178_2017_59;59;Centro de Atendimento Psico Social-CAPS;2017-01-02;dotacaoOrcamentaria_2794e0db-8a34-4d0a-b1b5-c7e3b6a744d6.csv
despesa_orcamentaria_178_2019_113;113;Manut. Consorcio da SaÃºde-CISAMREC;2019-06-01;dotacaoOrcamentaria_28db92ef-de3c-4ef1-9ea3-613b186391b7.csv
despesa_orcamentaria_29_2019_309;309;IluminaÃ§Ã£o Publica;2019-08-27;dotacaoOrcamentaria_28f1c9b7-f25c-4a47-bd2e-27f7ffc34a12.csv
despesa_orcamentaria_186_2019_4;4;Manut. de Projetos Habitacionais e de Interesse Social;2019-01-02;dotacaoOrcamentaria_299d053e-b135-4592-b589-26555dda3541.csv
despesa_orcamentaria_29_2013_74;74;Fundo de Manut. do Desev. da EducaÃ§Ã£o BÃ¡sica-FUNDEB;2013-01-02;dotacaoOrcamentaria_29d95563-b64c-460b-b033-804864ef5d1a.csv
despesa_orcamentaria_29_2019_43;43;Coord. Mun. de ProteÃ§Ã£o Defesa Civil;2019-01-02;dotacaoOrcamentaria_2a116df7-d889-4efd-ad47-7e9bfab4bf43.csv
despesa_orcamentaria_29_2019_71;71;Manut. do Gabinete do Secretario da Fazenda;2019-01-02;dotacaoOrcamentaria_2a2624a3-e533-4a8b-bdc7-a6947127bb2a.csv
despesa_orcamentaria_29_2019_239;239;Manut. depto de Obras;2019-01-02;dotacaoOrcamentaria_2a6e41b5-c64d-49d1-8155-68d4cf9726a8.csv
despesa_orcamentaria_29_2018_302;302;Manut. da Diretoria de Transito e Transporte;2018-01-02;dotacaoOrcamentaria_2ac14c5e-07c1-474b-9146-b69035a1f2c1.csv
despesa_orcamentaria_29_2018_225;225;Manut. depto de Obras;2018-01-02;dotacaoOrcamentaria_2afa8b18-f794-4e36-b769-287b3bb85936.csv
despesa_orcamentaria_178_2019_66;66;Manut. Consorcio da SaÃºde-CISAMREC;2019-01-02;dotacaoOrcamentaria_2b0f5d29-0bef-42c5-844f-492bd0a30120.csv
despesa_orcamentaria_29_2018_107;107;Manut. do ConvÃªnio Policia Militar;2018-01-02;dotacaoOrcamentaria_2b2bfaf6-a967-45eb-97c6-d3bd874b9594.csv
despesa_orcamentaria_29_2019_31;31;Manut. do Fundo do Idoso - ProteÃ§Ã£o ao Idoso;2019-01-02;dotacaoOrcamentaria_2b31bc74-332f-4269-b6ac-78bb963e7252.csv
despesa_orcamentaria_29_2019_147;147;Unidades Escolares - Ensino Fundamental;2019-01-02;dotacaoOrcamentaria_2f1a1b4e-d6f4-415d-ba8e-390168e6596a.csv
despesa_orcamentaria_29_2018_306;306;Reforma e AmpliaÃ§Ã£o da Central de Material EsterilizÃ¡vel do Hospital Materno Infantil Santa Catarina - HMISC;2018-04-10;dotacaoOrcamentaria_2f271130-09e9-4675-be49-472c71bad635.csv
despesa_orcamentaria_29_2019_92;92;Manut. do Controle Interno;2019-01-02;dotacaoOrcamentaria_2f7c9b8d-b8b2-4051-8f5d-2de78d056de7.csv
despesa_orcamentaria_191_2019_37;37;Manut. da ProteÃ§Ã£o Social Especial - SUAS;2019-01-02;dotacaoOrcamentaria_30200d94-ad01-43d2-8409-5edb14ed4175.csv
despesa_orcamentaria_29_2019_196;196;"EspaÃ§o de FormaÃ§Ã£o e Pesquisa ""Prof. Paulo Freire"".";2019-01-02;dotacaoOrcamentaria_3034e5b3-9696-4b8f-a162-71ea17352dab.csv
despesa_orcamentaria_29_2018_237;237;Centros Comunitarios;2018-01-02;dotacaoOrcamentaria_304c52cc-5632-4c53-9fe5-a380d6ba036e.csv
despesa_orcamentaria_29_2018_282;282;Manut. da Diretoria de Transito e Transporte;2018-01-02;dotacaoOrcamentaria_308bc0ec-e14d-479b-92de-255379cc3968.csv
despesa_orcamentaria_29_2019_180;180;Transporte Escolar;2019-01-02;dotacaoOrcamentaria_30ce7e8c-0735-4f79-b4f4-0db8364446d8.csv
despesa_orcamentaria_29_2019_155;155;Unidades Escolares - Ensino Fundamental;2019-01-02;dotacaoOrcamentaria_3136851d-21cd-4865-adcb-1a61405fbcce.csv
despesa_orcamentaria_191_2018_22;22;Manut. da ProteÃ§Ã£o Social Especial - SUAS;2018-01-02;dotacaoOrcamentaria_3165c04b-7c38-4924-9a21-2fcab65ecbc3.csv
despesa_orcamentaria_29_2018_108;108;Manut. do ConvÃªnio Policia Militar;2018-01-02;dotacaoOrcamentaria_3185e80c-d0cf-44d5-ac13-44b41bd85483.csv
despesa_orcamentaria_178_2019_22;22;Manut. do PACs;2019-01-02;dotacaoOrcamentaria_31960052-c2fe-491c-8d8e-a83553ac6f92.csv
despesa_orcamentaria_178_2018_122;122;Manut. ServiÃ§os MÃ©dicos e Laboratoriais (SUS);2018-06-06;dotacaoOrcamentaria_32009e70-7c43-4f52-a28b-17119c6bafbb.csv
despesa_orcamentaria_191_2019_3;3;Manut. da GestÃ£o da Assitencia Social;2019-01-02;dotacaoOrcamentaria_326beb1c-b44f-4ff1-9044-684207971203.csv
