numeroLicitacao;dataLicitacao;tipoLicitacao;justificativaDispensaLicitacao;origem_arquivo
43/2019;2019-08-05;PregÃ£o Presencial; ;licitacao_1b7b4bad-0cce-4f3c-903d-687dc0aaa681.csv
96/2016;2016-03-29;Dispensa p/ Compras e ServiÃ§os; ;licitacao_1b965195-c686-4672-a665-89db63d2fa74.csv
28/2018;2018-04-16;PregÃ£o Presencial; ;licitacao_1bece7bf-e050-431e-8099-f3a768d5b36d.csv
73/2016;2016-12-01;PregÃ£o Presencial; ;licitacao_1bfdd7f9-3e1e-4c56-acfd-23001c22f8f2.csv
305/2018;2018-10-22;Convite p/ Compras e ServiÃ§os; ;licitacao_1c26c673-5d4d-4f2f-a2e0-9920f090c19b.csv
145/2018;2018-06-28;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_1c48797c-e00f-4837-857e-9c75240a2dc4.csv
38/2019;2019-03-14;Convite p/ Compras e ServiÃ§os; ;licitacao_1ca2c931-7fdf-477f-a356-5054c92d55b9.csv
282/2019;2019-09-24;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_1d2261cb-6707-4f30-99dc-5290c0e6bdbd.csv
372/2018;2018-12-20;Convite p/ Obras e Serv. Eng.; ;licitacao_1de8e8e9-8dde-4404-a700-d32c0f197091.csv
1/2018;2018-07-13;Tomada de PreÃ§o p/ Comp. e Serv.; ;licitacao_1e0ce9b7-9fda-4404-be52-d9b4ab6ec987.csv
107/2019;2019-04-23;Convite p/ Obras e Serv. Eng.; ;licitacao_1e3000a9-6240-4ddc-9b36-c6106bc3b5ec.csv
365/2018;2018-12-13;Convite p/ Obras e Serv. Eng.; ;licitacao_1e95ca6a-68db-46f9-8e29-ed303787820a.csv
149/2019;2019-04-30;PregÃ£o Presencial; ;licitacao_1ea3ab2e-d7ef-46c0-bb60-80b5035d329e.csv
273/2018;2018-08-24;Dispensa p/ Compras e ServiÃ§os; ;licitacao_1eab94c9-e7f2-4552-ad61-f721ed8ce04e.csv
202/2018;2018-07-12;PregÃ£o Presencial; ;licitacao_1eba8886-0d3a-4844-94c0-d21a1a394d86.csv
91/2018;2018-03-28;PregÃ£o Presencial; ;licitacao_1ec456b3-24f3-4c9d-8f95-fbda94eededc.csv
132/2019;2019-04-29;Convite p/ Obras e Serv. Eng.; ;licitacao_1ede0f41-e976-4fae-8980-8b365b97b611.csv
199/2017;2017-11-08;PregÃ£o Presencial; ;licitacao_1ee7c15f-7670-4fff-b614-6f99802aa0ea.csv
388/2018;2019-01-30;Outras Modalidades/NÃ£o AplicÃ¡vel; ;licitacao_1ef031c6-bb5b-4af2-8b74-5eed0615aef5.csv
168/2019;2019-05-30;PregÃ£o Presencial; ;licitacao_1f0ffc51-c980-4b36-9f13-9d5a6fa57c07.csv
267/2018;2018-09-20;PregÃ£o Presencial; ;licitacao_1f202ea1-a1b0-4c36-a461-57b6e3bee416.csv
14/2018;2018-02-20;PregÃ£o Presencial; ;licitacao_1f3fdc87-6ef3-49cc-a4a9-287bb3714e68.csv
262/2019;2019-08-21;PregÃ£o Presencial; ;licitacao_1f9fffc7-5dd1-4b94-a203-95239a8c2704.csv
47/2014;2014-02-18;Dispensa p/ Compras e ServiÃ§os; ;licitacao_1fa56132-d228-451e-a48f-d2c6814ea4fb.csv
317/2018;2018-11-05;PregÃ£o Presencial; ;licitacao_1fa69aa6-4100-4972-8ec5-cc34af8c5538.csv
330/2019;2019-11-13;PregÃ£o Presencial; ;licitacao_1fbd293e-c1dd-4ec3-bbe6-2bcaa29c3b3e.csv
31/2019;2019-02-22;Dispensa p/ Compras e ServiÃ§os; ;licitacao_201f7d2f-8fa7-4fad-86d8-414cfe806a38.csv
206/2019;2019-07-09;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_20317048-905a-4300-9697-0af4b0337887.csv
286/2019;2019-09-10;PregÃ£o Presencial; ;licitacao_2031b2ce-df11-4e81-a80e-42ff358b84d5.csv
230/2018;2018-08-07;PregÃ£o Presencial; ;licitacao_20c395c9-38f8-4624-9901-1578d564c5d1.csv
138/2019;2019-05-16;Convite p/ Obras e Serv. Eng.; ;licitacao_20cf1786-f93b-4923-8798-74f71d0b835a.csv
278/2018;2018-09-12;Convite p/ Obras e Serv. Eng.; ;licitacao_20d9d86b-b4e3-46a2-9f02-2081c216e43d.csv
189/2018;2018-07-27;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_211f1c5c-43da-4d15-8be2-dd9356774f23.csv
253/2015;2016-01-22;ConcorrÃªncia p/ Obras e Serv. Eng.; ;licitacao_212e3ca0-f0f3-489f-b124-f8be263131fd.csv
264/2019;2019-08-27;PregÃ£o Presencial; ;licitacao_214d8843-685b-49c0-85b1-ce373e08fa85.csv
41/2019;2019-07-18;PregÃ£o Presencial; ;licitacao_217145de-3563-4d68-a974-7a8a5511e86b.csv
150/2018;2018-05-21;PregÃ£o Presencial; ;licitacao_217fd2f6-bb94-409a-8bda-a6de414baa3d.csv
72/2019;2019-04-22;PregÃ£o Presencial; ;licitacao_21825545-5b00-4576-9bd8-48655a080ce8.csv
219/2019;2019-07-04;Convite p/ Compras e ServiÃ§os; ;licitacao_21afffe2-a3af-4e71-baf2-5ea6f903b434.csv
285/2019;2019-09-10;PregÃ£o Presencial; ;licitacao_220b9dff-0ad4-433c-b7f2-fe05a245f877.csv
300/2019;2019-09-17;PregÃ£o Presencial; ;licitacao_2297c41a-efc8-45a7-9d2e-550c290be741.csv
40/2011;2011-04-19;Dispensa p/ Compras e ServiÃ§os; ;licitacao_2298070a-1b43-4f12-8f74-283e18e8a5d4.csv
57/2019;2019-08-13;Inexigibilidade c/ Processo; ;licitacao_22ee3559-6702-4adb-9dbb-af02b6b85612.csv
37/2012;2012-01-17;Dispensa p/ Compras e ServiÃ§os; ;licitacao_23481a72-758e-418a-ab38-614901011c85.csv
307/2019;2019-09-27;PregÃ£o Presencial; ;licitacao_235ffb4c-fd64-4d6e-8dd9-25c89709188d.csv
10/2019;2019-03-08;PregÃ£o Presencial; ;licitacao_23854df6-c374-4fa3-b6b9-d0f2d703d56a.csv
216/2018;2018-07-31;PregÃ£o Presencial; ;licitacao_23a60a83-0741-4e56-acfd-f48857dbb264.csv
120/2019;2019-05-06;PregÃ£o Presencial; ;licitacao_2451dadc-723e-490a-86ba-855fa90651f4.csv
112/2018;2018-04-11;PregÃ£o Presencial; ;licitacao_24560b19-971f-4553-a789-edd75721376f.csv
144/2017;2017-08-07;Dispensa p/ Compras e ServiÃ§os; ;licitacao_246738ce-c352-4c56-85e4-a2e7f8c0c4a9.csv
4/2019;2019-01-30;PregÃ£o Presencial; ;licitacao_24ee341b-d16e-4f44-bf66-fca2b01240c0.csv
77/2019;2019-04-01;PregÃ£o Presencial; ;licitacao_256d8ca2-5d36-45ca-90ba-f1099144b2e0.csv
263/2019;2019-08-26;PregÃ£o Presencial; ;licitacao_25cb4796-fde0-40bf-aee9-e6b87db4225d.csv
2/2019;2019-02-18;PregÃ£o Presencial; ;licitacao_2655b8be-837f-40f1-9140-c0c0607e8a52.csv
68/2019;2019-10-11;PregÃ£o Presencial; ;licitacao_2656f7b5-19f5-408b-995e-edb18f39e69d.csv
30/2019;2019-05-02;Dispensa p/ Compras e ServiÃ§os; ;licitacao_2677cf3d-f1a1-41c4-b241-6ba05d473fb4.csv
195/2019;2019-06-12;PregÃ£o Presencial; ;licitacao_268f7d47-1c15-420f-85a6-ecc58490596a.csv
16/2016;2016-03-09;Convite p/ Compras e ServiÃ§os; ;licitacao_26eed50b-ff78-4d4f-9476-8744b56bdc5a.csv
96/2019;2019-04-22;Convite p/ Compras e ServiÃ§os; ;licitacao_2716985e-6ad0-46b5-bd8c-6007c353f870.csv
207/2019;2019-07-23;Dispensa p/ Obras e Serv. Eng.; ;licitacao_274d9ad0-bcc6-4978-af77-bc2a6b42a64c.csv
57/2018;2018-07-19;PregÃ£o Presencial; ;licitacao_277812f8-c373-4c9b-a2e2-53b210e5d9b7.csv
28/2019;2019-02-28;PregÃ£o Presencial; ;licitacao_278fbdb4-c671-4986-a515-129b7075e085.csv
53/2019;2019-07-30;PregÃ£o Presencial; ;licitacao_27f28486-df7a-4c8c-a70b-9d56809db580.csv
334/2019;2019-11-05;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_28351a1c-5ecb-4532-8223-812dd7fdcac2.csv
76/2017;2017-06-19;Convite p/ Compras e ServiÃ§os; ;licitacao_284444ee-96a5-4c87-8c29-23aba03c53fb.csv
391/2018;2018-12-20;Dispensa p/ Compras e ServiÃ§os; ;licitacao_286cfec3-5114-4a99-bfe9-646bc4e2d8a2.csv
154/2018;2018-06-14;Convite p/ Obras e Serv. Eng.; ;licitacao_288a8e89-7b61-4615-828b-5d563595a1d6.csv
99/2019;2019-01-23;PregÃ£o Presencial; ;licitacao_28a43795-d24f-466b-92c7-44ee345c1e2c.csv
369/2019;2019-12-03;PregÃ£o Presencial; ;licitacao_28fdcb3d-d784-4285-954e-958240ec5687.csv
52/2018;2018-07-10;PregÃ£o Presencial; ;licitacao_291050ca-72fb-44ae-887c-0dc15af723e6.csv
32/2019;2019-02-28;PregÃ£o Presencial; ;licitacao_29423812-a3b6-473d-8128-0c7d8191f90e.csv
390/2018;2018-12-20;Dispensa p/ Compras e ServiÃ§os; ;licitacao_2945642b-d10e-4510-ba3b-e571cda7e3e1.csv
318/2018;2018-11-22;PregÃ£o Presencial; ;licitacao_2977eadd-8689-4627-887b-d0b9c1e483e0.csv
18/2019;2019-04-01;PregÃ£o Presencial; ;licitacao_297c2fac-8f45-4584-a90d-2f30d9ac7ea1.csv
347/2018;2018-11-28;Convite p/ Obras e Serv. Eng.; ;licitacao_2a005987-4b3a-4fb3-9f09-3dd356b8aa00.csv
28/2019;2019-05-20;Convite p/ Compras e ServiÃ§os; ;licitacao_2a2d5cb6-dc0f-4aa4-be94-ace0e9991dda.csv
315/2019;2019-10-30;PregÃ£o Presencial; ;licitacao_2a40110d-d041-46cb-bc90-22ca03ed3f80.csv
5/2017;2017-02-07;Inexigibilidade c/ Processo; ;licitacao_2a95e893-a6c3-405f-bf17-9ea2b0a9825f.csv
281/2019;2019-10-08;PregÃ£o Presencial; ;licitacao_2aa66b84-6a2f-4096-bd29-315d9dea8223.csv
58/2015;2015-03-11;Dispensa p/ Compras e ServiÃ§os; ;licitacao_2abdf285-89bb-4009-bb8c-374b2ac64b5a.csv
200/2018;2018-07-10;PregÃ£o Presencial; ;licitacao_2acd4871-3b8b-48f3-995d-3f24facebfe8.csv
31/2019;2019-07-24;Convite p/ Compras e ServiÃ§os; ;licitacao_2ada5581-aae5-40eb-b8e3-9dcd120905ec.csv
234/2019;2019-07-23;PregÃ£o Presencial; ;licitacao_2b32f59c-2b1c-418b-b434-861e6d46ea65.csv
143/2017;2017-09-21;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_2b359f6f-71f7-490c-a482-d2273096ee68.csv
23/2018;2018-09-14;PregÃ£o Presencial; ;licitacao_2b9b9edf-8f7d-45ba-a7ba-fc26c1273da8.csv
208/2018;2018-08-07;PregÃ£o Presencial; ;licitacao_2bb977ca-49b1-4993-a4ca-4a3ba9d89f15.csv
125/2018;2018-05-03;PregÃ£o Presencial; ;licitacao_2bd9d9cc-ccc0-4263-b608-e7f49bf1a65f.csv
213/2018;2018-07-24;Convite p/ Compras e ServiÃ§os; ;licitacao_2c1cc168-d301-4b76-beef-e78631e16dbb.csv
377/2018;2018-12-21;Convite p/ Compras e ServiÃ§os; ;licitacao_2c25be39-e4f0-47e5-9b17-d17286f5f49e.csv
230/2019;2019-07-18;Convite p/ Obras e Serv. Eng.; ;licitacao_2c298bb7-553e-4007-b7c5-439d3283e8a1.csv
56/2018;2018-04-25;PregÃ£o Presencial; ;licitacao_2c46ed40-6330-4cc8-9af3-368441fe0fa6.csv
92/2019;2019-04-09;Convite p/ Compras e ServiÃ§os; ;licitacao_2c786aa7-2202-41c1-a9cc-47cef20b8f49.csv
176/2018;2018-06-28;PregÃ£o Presencial; ;licitacao_2d4b3c88-87df-4956-93de-67f0804e5112.csv
29/2014;2014-04-02;Dispensa p/ Compras e ServiÃ§os; ;licitacao_2d9d1cc4-79a8-48cb-9ba7-9b4d5283f43b.csv
170/2019;2019-06-26;PregÃ£o Presencial; ;licitacao_2dddff2f-5318-4375-9924-adbaf88bc206.csv
174/2014;2014-07-23;PregÃ£o Presencial; ;licitacao_2df5f310-6786-4cb5-b852-0664cb625836.csv
167/2015;2015-07-28;PregÃ£o Presencial; ;licitacao_2e06185b-a02a-45c6-b622-e5e647f6598c.csv
59/2019;2019-08-21;Dispensa p/ Compras e ServiÃ§os; ;licitacao_2e0e2b6a-5448-46ba-becf-2c0cd345d8ec.csv
152/2018;2018-05-07;PregÃ£o Presencial; ;licitacao_2e2a763c-820b-4ac5-86b3-bf02e19fcb9f.csv
91/2019;2019-04-03;Convite p/ Compras e ServiÃ§os; ;licitacao_2e66ff70-7126-44a3-ae57-05004e3ca54b.csv
48/2018;2018-03-08;PregÃ£o Presencial; ;licitacao_2ee0deee-08f6-41a8-93bc-b7b160d36633.csv
12/2010;2010-06-22;Dispensa p/ Compras e ServiÃ§os; ;licitacao_2eee35de-1ac9-4ce6-9bc8-afd5d7f5c472.csv
4/2012;2012-04-16;ConcorrÃªncia p/ Obras e Serv. Eng.; ;licitacao_2ef169c8-34ea-4158-b0a1-954e63a0f2fd.csv
346/2018;2018-11-21;PregÃ£o Presencial; ;licitacao_2f186292-715a-4bbc-8f6f-db29c9b4f25f.csv
380/2018;2018-12-19;Convite p/ Compras e ServiÃ§os; ;licitacao_2f83e29a-968a-468c-b936-ab021a403db0.csv
48/2015;2015-11-06;PregÃ£o Presencial; ;licitacao_2fba5898-c033-4d5e-9bce-bd1a2a9b715f.csv
125/2019;2019-05-02;PregÃ£o Presencial; ;licitacao_2fbff867-6065-4a6a-9abb-53691fcf6a2c.csv
299/2019;2019-10-15;Tomada de PreÃ§o p/ Comp. e Serv.; ;licitacao_2fcdb6bd-a0cc-481d-a887-8f48c16a2e5d.csv
57/2019;2019-04-02;Convite p/ Compras e ServiÃ§os; ;licitacao_30713726-5782-4c8b-bebb-1b339652c745.csv
289/2019;2019-09-17;PregÃ£o Presencial; ;licitacao_30fabad8-902c-4227-ae7d-3217ce4cdc67.csv
268/2019;2019-09-06;Convite p/ Compras e ServiÃ§os; ;licitacao_30fb1301-3d57-47cd-a849-103d5b48fdd8.csv
7/2016;2016-04-05;PregÃ£o Presencial; ;licitacao_310c4b3e-ff9b-45a6-9cbc-a89c675d1c7c.csv
169/2018;2018-07-24;PregÃ£o Presencial; ;licitacao_31183114-98c0-4bb9-8021-98053158cc24.csv
2/2018;2018-03-01;PregÃ£o Presencial; ;licitacao_319601b3-78a5-47c3-9f3d-a5d97ca4aa4b.csv
151/2019;2019-05-16;PregÃ£o Presencial; ;licitacao_31e074f3-a8d6-4cde-89ac-755904097b34.csv
69/2018;2018-09-19;PregÃ£o Presencial; ;licitacao_31ec714b-b357-40e5-a5e3-fad0d14685ef.csv
1/2019;2019-04-03;Outras Modalidades/NÃ£o AplicÃ¡vel; ;licitacao_31fcc0a8-f6de-49bd-a5df-ecdfab019cd7.csv
55/2019;2019-08-20;PregÃ£o Presencial; ;licitacao_3226c8f1-9927-401d-94b7-129a3745f678.csv
205/2019;2019-06-25;PregÃ£o Presencial; ;licitacao_327d98f3-4805-447e-b456-8837e21ed4ab.csv
388/2019;2019-12-23;PregÃ£o Presencial; ;licitacao_32e5797f-2031-4f5a-bf55-dcc2646d7b11.csv
271/2019;2019-08-30;PregÃ£o Presencial; ;licitacao_32f24899-1f6b-4a8b-925b-1082dd52cdc4.csv
401/2019;2019-12-30;PregÃ£o Presencial; ;licitacao_3336da91-6f19-4f92-bfe9-b74fa165b73f.csv
93/2018;2018-04-23;PregÃ£o Presencial; ;licitacao_33ab07de-604d-4f81-8582-f65e931c9a74.csv
116/2019;2019-04-29;Convite p/ Obras e Serv. Eng.; ;licitacao_33b98d8c-c541-4657-bbe5-152271c0e63c.csv
159/2019;2019-05-22;PregÃ£o Presencial; ;licitacao_34503b89-6c74-4fdc-9f1e-dff5769d3bb6.csv
116/2018;2018-03-20;Inexigibilidade c/ Processo; ;licitacao_34b4bc9d-f917-4995-be4d-d63216e418c7.csv
160/2017;2017-09-13;PregÃ£o Presencial; ;licitacao_352e82fa-93e4-4074-9183-d8a0936459c2.csv
5/2019;2019-02-28;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_355659d8-c33c-4264-885a-87c672e0c67f.csv
358/2018;2018-12-05;PregÃ£o Presencial; ;licitacao_35565d5d-bdc6-4f89-ab11-f17ff4f2b1d9.csv
239/2019;2019-08-01;PregÃ£o Presencial; ;licitacao_3569234c-9cd3-4cf9-ac94-f692776c0ec2.csv
158/2019;2019-07-18;PregÃ£o Presencial; ;licitacao_357816b0-afa8-44f8-bbf4-02ed4e30ee1f.csv
100/2019;2019-04-12;Convite p/ Compras e ServiÃ§os; ;licitacao_35950c16-3346-4fda-a6c5-eb41581395f6.csv
175/2019;2019-05-28;Convite p/ Compras e ServiÃ§os; ;licitacao_363d74ab-36b3-462f-b095-e9af4fb2225b.csv
251/2019;2019-09-06;PregÃ£o Presencial; ;licitacao_36ab2d30-dd35-4cb3-a5a5-f396dd9a8fa3.csv
6/2019;2019-05-08;PregÃ£o Presencial; ;licitacao_36ad75b8-d630-4dd1-b2c8-5fd0f7a8de1e.csv
231/2019;2019-08-09;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_373f6522-f27d-493a-bc4e-714e5605eb4b.csv
33/2019;2019-04-17;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_3772ad17-4b53-4724-8f3d-d5065a016354.csv
351/2019;2019-11-28;Convite p/ Obras e Serv. Eng.; ;licitacao_3795d633-a8db-442a-8f04-6e5bb91d7aa7.csv
137/2019;2019-05-20;Convite p/ Obras e Serv. Eng.; ;licitacao_37a6203e-e5e5-4c6b-b658-094b91142c93.csv
27/2019;2019-05-22;Convite p/ Obras e Serv. Eng.; ;licitacao_37d549e3-6aa7-4f72-bebb-7fda27545873.csv
192/2018;2018-07-19;Convite p/ Compras e ServiÃ§os; ;licitacao_38790b24-8915-4b6f-a6eb-c9f3cb794d68.csv
261/2019;2019-08-23;Convite p/ Compras e ServiÃ§os; ;licitacao_38980ae7-5876-4efa-88b5-427e5f2e416b.csv
10/2019;2019-06-13;Convite p/ Compras e ServiÃ§os; ;licitacao_38c30672-7a66-4906-9a0a-70b624661687.csv
2/2019;2019-04-30;Convite p/ Compras e ServiÃ§os; ;licitacao_39cca3a4-0e93-4168-b633-c39a24994fee.csv
25/2018;2018-11-22;PregÃ£o Presencial; ;licitacao_39d57a5e-43df-451c-95cd-e7362907fbd1.csv
75/2017;2018-02-26;ConcorrÃªncia por Registro de PreÃ§os; ;licitacao_3a23cf95-b7aa-4be5-bf82-52abeaa6d2e5.csv
118/2019;2019-05-06;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_3aca0fd2-2d96-4006-9d35-f16ca137a656.csv
24/2019;2019-02-25;Convite p/ Compras e ServiÃ§os; ;licitacao_3adeba09-d62d-4861-9a24-f7b84b88604b.csv
3/2019;2019-05-02;Convite p/ Compras e ServiÃ§os; ;licitacao_3b1c68be-8ae6-436f-ae57-bd3d115602db.csv
98/2019;2019-01-14;PregÃ£o Presencial; ;licitacao_3b3b7aa3-bb32-42f9-9203-b4dbf8747642.csv
41/2017;2017-08-10;Dispensa p/ Compras e ServiÃ§os; ;licitacao_3b455562-319d-4805-a3e7-7b61002cd277.csv
184/2019;2016-06-05;PregÃ£o Presencial; ;licitacao_3b8bae8b-d9a6-4dfd-b450-1d03103017cf.csv
17/2016;2016-10-28;Inexigibilidade c/ Processo; ;licitacao_3bcb2f0f-e410-4782-84b7-632bf557cacd.csv
107/2013;2013-05-15;PregÃ£o Presencial; ;licitacao_3bd12d00-805b-4f14-8103-c0d74cd52c68.csv
49/2015;2015-04-15;ConcorrÃªncia p/ Compras e Serv.; ;licitacao_3bf19c56-b3b1-45a2-b38d-d1b022a0b26f.csv
21/2014;2014-07-28;Dispensa p/ Compras e ServiÃ§os; ;licitacao_3c3082cf-d81a-4c38-8f7e-60217caec892.csv
73/2019;2019-03-25;PregÃ£o Presencial; ;licitacao_3ca7365f-3ef1-4d20-b727-4bd579e2de70.csv
99/2013;2013-04-25;PregÃ£o Presencial; ;licitacao_3cd3dcc4-abd7-4475-9c7f-5de28139de26.csv
23/2019;2019-03-19;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_3d244a87-cb8c-473b-a2de-70a5821ad6b1.csv
233/2019;2019-08-06;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_3d2c83b3-4c9b-4019-a866-80f4765c4e3c.csv
247/2018;2018-08-13;Convite p/ Compras e ServiÃ§os; ;licitacao_3d397824-5541-481d-9fcf-3e694a1ccf81.csv
100/2018;2019-01-23;PregÃ£o Presencial; ;licitacao_3da913ef-2da0-4071-84f1-e5f66935c8c6.csv
150/2019;2019-05-22;Convite p/ Compras e ServiÃ§os; ;licitacao_3dda3dca-7871-4107-a1b8-33361110e5aa.csv
251/2018;2018-09-13;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_3de20dc6-ee9a-4991-a590-041440a80190.csv
144/2016;2016-07-20;PregÃ£o Presencial; ;licitacao_3e13bf15-2a0f-47f4-ad2b-e0a1718340f5.csv
316/2018;2018-11-01;PregÃ£o Presencial; ;licitacao_3e1f535f-cb08-439d-b465-8ebeac73a4c5.csv
135/2019;2019-05-09;Convite p/ Obras e Serv. Eng.; ;licitacao_3e2c3fc2-7afb-4d52-93e6-65211fd42e9a.csv
81/2019;2019-04-15;Convite p/ Compras e ServiÃ§os; ;licitacao_3ecba06e-79a5-4273-a93d-0ac4a9dd77cc.csv
85/2018;2018-11-22;PregÃ£o Presencial; ;licitacao_3f4f55ef-9f83-495c-89b1-2d2a8dd07d01.csv
105/2016;2016-06-03;PregÃ£o Presencial; ;licitacao_3fcf9fd5-8893-4d1b-aeb3-40681187d26d.csv
305/2019;2019-09-27;Convite p/ Obras e Serv. Eng.; ;licitacao_4015dc0b-3162-4536-ae67-c3aff4c58efa.csv
1/2018;2018-01-16;Outras Modalidades/NÃ£o AplicÃ¡vel; ;licitacao_4035e77f-9ba4-4fa2-bc73-cf5c1e48fbbc.csv
252/2018;2018-09-04;Tomada de PreÃ§o p/ Comp. e Serv.; ;licitacao_40bff924-48a3-4217-843d-794214db82b3.csv
7/2019;2019-05-14;PregÃ£o Presencial; ;licitacao_40ea970e-a5f0-408b-a7f8-e60b17c74787.csv
29/2014;2019-04-02;Dispensa p/ Compras e ServiÃ§os; ;licitacao_40ef9015-f025-448c-9fa2-47adb8994788.csv
16/2018;2018-08-08;PregÃ£o Presencial; ;licitacao_410cdbe1-b7ca-41e9-8646-b587e0968ac7.csv
156/2016;2016-06-30;Convite p/ Obras e Serv. Eng.; ;licitacao_4121a5a2-8985-4f4c-ab9c-3d35931ad983.csv
19/2018;2018-02-21;Dispensa p/ Compras e ServiÃ§os; ;licitacao_41241eeb-4766-4d47-9af7-a34e3b52a40e.csv
338/2019;2019-11-13;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_417b7d8a-01a3-4bc5-89b9-56319ab0a3c5.csv
45/2017;2017-08-21;Dispensa p/ Compras e ServiÃ§os; ;licitacao_41cbfe36-8bd4-47de-97e6-1eafef1471e5.csv
367/2011;2012-01-25;ConcorrÃªncia p/ Obras e Serv. Eng.; ;licitacao_421900e5-231b-41f3-b1c4-0227a8131b1b.csv
127/2018;2018-04-16;PregÃ£o Presencial; ;licitacao_424ec4fb-d900-4c77-9d50-c1a1bdf5d884.csv
378/2019;2019-12-30;PregÃ£o Presencial; ;licitacao_432f224e-3670-492a-bac6-8235ee21b561.csv
10/2019;2019-02-05;PregÃ£o Presencial; ;licitacao_435c51f5-5da1-4dcb-ba56-77c0130fcf2b.csv
5/2012;2012-01-26;Dispensa p/ Compras e ServiÃ§os; ;licitacao_436df39b-c3d8-4cb4-914a-611e39435696.csv
32/2019;2019-05-20;PregÃ£o Presencial; ;licitacao_439c8ff7-0e86-4b82-b455-0ddc7632aa88.csv
161/2019;2019-05-31;PregÃ£o Presencial; ;licitacao_43a91b15-ad05-4e8d-a4d1-b372f5fec0a0.csv
50/2019;2019-07-16;PregÃ£o Presencial; ;licitacao_43ba59a9-66da-4e99-9c39-2208249cebe1.csv
64/2019;2019-03-19;PregÃ£o Presencial; ;licitacao_44072dec-e922-4f9c-b2e1-f98c80e22432.csv
50/2016;2016-03-14;Convite p/ Compras e ServiÃ§os; ;licitacao_442a39bc-2bcc-4996-afa9-6bca438e7c39.csv
104/2019;2019-04-16;PregÃ£o Presencial; ;licitacao_44c89414-19e3-4c11-b8c2-a2edd828846a.csv
109/2019;2019-04-18;Convite p/ Obras e Serv. Eng.; ;licitacao_44ffdb47-28e7-4acd-8357-049f4c9e998a.csv
60/2019;2019-03-11;Convite p/ Obras e Serv. Eng.; ;licitacao_45626ac3-0631-47f5-a08b-0b8d2cfbda02.csv
108/2019;2019-04-01;Convite p/ Compras e ServiÃ§os; ;licitacao_45fd72bd-cb72-4405-b380-50ff0e6e1beb.csv
343/2019;2019-11-20;Convite p/ Obras e Serv. Eng.; ;licitacao_46658d6c-d83a-4078-b378-4c5b91becfb3.csv
5/2016;2016-02-24;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_472b5099-c67b-426b-b94f-e8a9b008a34c.csv
196/2019;2019-06-13;Convite p/ Compras e ServiÃ§os; ;licitacao_474a3ab7-c120-42ec-9507-895b1be08deb.csv
311/2019;2019-10-09;Convite p/ Compras e ServiÃ§os; ;licitacao_47992b75-d147-401a-89d0-6662916efcfa.csv
104/2018;2018-04-13;PregÃ£o Presencial; ;licitacao_47a8784f-402d-4e85-90e4-a7119e463185.csv
241/2019;2019-08-07;PregÃ£o Presencial; ;licitacao_47c5c366-e6b3-47f9-84c8-bb7d448d9f8d.csv
256/2019;2019-08-30;Convite p/ Compras e ServiÃ§os; ;licitacao_47fc9a06-0caf-4311-b849-bc1e1cf83d9a.csv
237/2019;2019-07-25;Convite p/ Compras e ServiÃ§os; ;licitacao_4814108c-2416-4040-b8fb-0c987cb347cc.csv
17/2019;2019-02-11;Convite p/ Compras e ServiÃ§os; ;licitacao_4961a942-38d1-470b-9ad3-5b050bc5d8a4.csv
130/2007;2007-06-26;Dispensa p/ Compras e ServiÃ§os; ;licitacao_49971009-573f-47b1-b75a-ff72d28c4b0a.csv
50/2019;2019-03-28;Convite p/ Compras e ServiÃ§os; ;licitacao_499f2115-9882-4281-869f-739f91134b99.csv
49/2018;2018-03-29;Convite p/ Compras e ServiÃ§os; ;licitacao_4b58afa5-df0b-4932-baf3-0c355043d5ec.csv
229/2019;2019-07-17;Convite p/ Compras e ServiÃ§os; ;licitacao_4bf51f49-cf19-4e80-a687-6d08e418b543.csv
288/2018;2018-09-28;PregÃ£o Presencial; ;licitacao_4caae0ce-c876-4094-8d5d-e72b849c7616.csv
70/2018;2018-03-02;Dispensa p/ Compras e ServiÃ§os; ;licitacao_4cb3763e-4d69-4135-b61f-a55de1f20ddc.csv
24/2019;2019-05-09;Convite p/ Compras e ServiÃ§os; ;licitacao_4cf15604-0fd2-4dfc-a09b-1417c8367fea.csv
29/2019;2019-05-10;PregÃ£o Presencial; ;licitacao_4d1b004b-ccfd-4f8a-9a79-f5f7961c763e.csv
34/2018;2018-05-15;PregÃ£o Presencial; ;licitacao_4d6c984a-7279-4176-ab4e-18986264220e.csv
