descricao;id;quantidade;situacao;unidadeMedida;valorTotal;valorUnitario;origem_arquivo
Parafuso 6,0mm x 40 philips bicromatizado;0;10.0;PERDEU; ;181.7;18.17;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
PÃ© de cabra 3/4x80cm;0;3.0;PERDEU; ;95.73;31.91;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
PENEIRA PARA AREIA;0;3.0;PERDEU; ;39.99;13.33;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Picareta s/ cabo;0;3.0;PERDEU; ;78.12;26.04;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Pistola Aplicar Silicone;0;5.0;PERDEU; ;78.85;15.77;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Pneu p/ carrinho de mÃ£o;0;5.0;PERDEU; ;98.05;19.61;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
PNEU P/CARRINHO MAO 3,25X8;0;10.0;PERDEU; ;216.1;21.61;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
PNEU P/CARRINHO MAO 3,50X8;0;10.0;PERDEU; ;274.7;27.47;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
PORCA AÃO INOX 1/2;0;100.0;PERDEU; ;98.0;0.98;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
PORCA AÃO INOX 1/4;0;100.0;PERDEU; ;68.0;0.68;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
PORCA AÃO INOX 3/8;0;100.0;PERDEU; ;79.0;0.79;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
PORCA AÃO INOX 5/16;0;100.0;PERDEU; ;71.0;0.71;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Prego 10 X 10;0;10.0;PERDEU; ;131.4;13.14;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Prego 12 x 12;0;10.0;PERDEU; ;118.2;11.82;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Prego 17 x 27;0;10.0;PERDEU; ;86.4;8.64;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Prego 18 x 24;0;10.0;PERDEU; ;86.4;8.64;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Prego 19 x 36;0;10.0;PERDEU; ;89.6;8.96;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Prego telheiro 18x30;0;10.0;PERDEU; ;155.8;15.58;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
PRENDEDOR DE PORTA P/PISO FZ CROMADO;0;15.0;PERDEU; ;106.2;7.08;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
PULVERIZADOR COSTAL MANUAL 20L;0;5.0;PERDEU; ;735.1;147.02;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
PRUMO 400GR;0;5.0;PERDEU; ;68.45;13.69;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Rebite NÂ° 319;0;10.0;PERDEU; ;41.6;4.16;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Rebite NÂ° 406;0;10.0;PERDEU; ;46.6;4.66;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Rebite NÂ° 408;0;10.0;PERDEU; ;53.2;5.32;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Rebite NÂ° 410;0;10.0;PERDEU; ;63.0;6.3;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Rebite NÂ° 416;0;10.0;PERDEU; ;71.2;7.12;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Rebite NÂ° 506;0;10.0;PERDEU; ;84.6;8.46;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Rebite NÂ° 516;0;10.0;PERDEU; ;127.8;12.78;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Rebite NÂ° 535;0;10.0;PERDEU; ;139.1;13.91;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Rebite NÂ° 612;0;10.0;PERDEU; ;137.6;13.76;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Rebite NÂ° 616;0;10.0;PERDEU; ;157.9;15.79;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Rebite NÂ° 622;0;10.0;PERDEU; ;178.0;17.8;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
RODA COMPLETA FERRO P/CARR.MAO PNEU/CAMARA S/EIXO;0;10.0;PERDEU; ;470.0;47.0;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
ROÃADEIRA STIHL 1,8 HP;0;5.0;PERDEU; ;8252.75;1650.55;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Serra Copo 1 (7pÃ§s);0;10.0;PERDEU; ;191.3;19.13;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Serra Copo 2 (7pÃ§s);0;10.0;PERDEU; ;206.4;20.64;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
SERRA WIDEA P/MAQUITA 110MM 24D;0;20.0;PERDEU; ;376.4;18.82;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Serrote temperado 22;0;5.0;PERDEU; ;133.45;26.69;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Tela galvanizada arame 12 malha 8;0;1000.0;PERDEU; ;18420.0;18.42;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Tela p/ Viveiro de nylon 1MT;0;50.0;PERDEU; ;192.5;3.85;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Trapo p/ limpeza;0;20.0;PERDEU; ;127.8;6.39;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Trena 30Mt;0;20.0;PERDEU; ;777.0;38.85;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Trena 5Mtx19mm c/ trava;0;20.0;PERDEU; ;198.0;9.9;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Trena com 3 metros;0;10.0;PERDEU; ;64.3;6.43;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
VASELINA LIQUIDA SPRAY 300ml;0;15.0;PERDEU; ;232.2;15.48;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
vassoura grama de aÃ§o c/ cabo regulÃ¡vel;0;5.0;PERDEU; ;77.45;15.49;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
ADITIVO CAL 1Lt (LIQUICAL);0;15.0;PERDEU; ;68.55;4.57;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
AREIA BARRENTA;0;13.0;PERDEU; ;354.9;27.3;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
AREIA LAVADA;0;13.0;PERDEU; ;694.33;53.41;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
AREIA MASSA FINA;0;13.0;PERDEU; ;751.53;57.81;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Argamassa colante tipo AC I 20kg;0;100.0;PERDEU; ;508.0;5.08;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Argamassa colante tipo AC II 20kg;0;100.0;PERDEU; ;1072.0;10.72;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
ARGAMASSA COLANTE TIPO AC III 20KG;0;100.0;PERDEU; ;1576.0;15.76;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Azulejo 30X60 branco;0;200.0;PERDEU; ;1916.0;9.58;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
AZULEJO ESMALTADO LISO BRANCO 45X45;0;200.0;PERDEU; ;1958.0;9.79;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Bloco concreto 14x19x39cm;0;200.0;PERDEU; ;706.0;3.53;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
CAL HIDRAULICA 20KG;0;25.0;PERDEU; ;231.25;9.25;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Cal para pintura 8kg.;0;100.0;PERDEU; ;615.0;6.15;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Cimento saco 50 kg;0;200.0;PERDEU; ;3962.0;19.81;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Cumeeira de Cimento Amianto.;0;22.0;PERDEU; ;488.18;22.19;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Cumeeira espigÃ£o 0,90mm X 6mm.;0;25.0;PERDEU; ;492.5;19.7;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Cumeeira espigÃ£o 1,83mm X 6mm.;0;25.0;PERDEU; ;652.0;26.08;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
EspaÃ§ador 3mm p/ piso;0;10.0;PERDEU; ;24.3;2.43;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
EspaÃ§ador 5mm p/ piso;0;10.0;PERDEU; ;24.3;2.43;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Ferro p/ ConstruÃ§Ã£o 1/2 - 12 metros;0;20.0;PERDEU; ;851.0;42.55;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Ferro p/ ConstruÃ§Ã£o 1/4 - 12 metros;0;20.0;PERDEU; ;254.8;12.74;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Ferro p/ construÃ§Ã£o 3/8 - 12 metros;0;20.0;PERDEU; ;622.2;31.11;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Ferro p/ construÃ§Ã£o 4,2 - 12 metros;0;50.0;PERDEU; ;314.5;6.29;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Ferro p/ construÃ§Ã£o 5/16 - 12 metros;0;50.0;PERDEU; ;1031.5;20.63;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
LAJOTA SEXTAVADA 30X30X30 10 CM DE ALTURA;0;5000.0;PERDEU; ;172950.0;34.59;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Maderite 2,20 x 1,10 x 10 mm;0;50.0;PERDEU; ;1405.5;28.11;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
MASSA MULTIUSO 20KG (PRONTA);0;50.0;PERDEU; ;359.0;7.18;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Meio Fio 0,8 x 0,25 x 0,80cm;0;1000.0;PERDEU; ;15180.0;15.18;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
MOLA DE PORTA PARA PISO AÃÃO SIMPLES;0;10.0;PERDEU; ;1076.7;107.67;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Mola aÃ©rea para porta;0;10.0;PERDEU; ;731.8;73.18;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Parafuso para telha de amianto 110mm;0;100.0;PERDEU; ;43.0;0.43;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Pedra brita 0;0;20.0;PERDEU; ;1225.8;61.29;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Pedra brita 1;0;20.0;PERDEU; ;1169.6;58.48;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Pedra brita 2;0;20.0;PERDEU; ;1291.8;64.59;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Pedra brita 3/4;0;20.0;PERDEU; ;1169.6;58.48;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
PEDRA BRITA 3/8;0;20.0;PERDEU; ;1289.4;64.47;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
PISO CERÃMICO 45X45;0;200.0;PERDEU; ;1922.0;9.61;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Piso de borracha em placa 500 X 500mm (preto, esp 3,5mm);0;40.0;PERDEU; ;1680.0;42.0;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
PLACA CIMENTICIA 6mm SEM AMIANTO;0;100.0;PERDEU; ;6664.0;66.64;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Porta interna de madeira semioca 80x2,10m;0;20.0;PERDEU; ;1251.8;62.59;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
REJUNTE PARA CERAMICA;0;200.0;PERDEU; ;548.0;2.74;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
RodapÃ© de madeira (espessura 20mm X altura 40mm);0;200.0;PERDEU; ;752.0;3.76;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
TABUA PINUS P/ CAIXARIA 15CM;0;10.0;PERDEU; ;2722.0;272.2;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
TABUA PINUS P/ CAIXARIA 20CM;0;10.0;PERDEU; ;2727.5;272.75;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
TABUA PINUS P/ CAIXARIA 25cm;0;10.0;PERDEU; ;2732.9;273.29;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
TABUA PINUS P/ CAIXARIA 30CM;0;10.0;PERDEU; ;2951.9;295.19;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
TELHA BRASILIT 2,44 X 0,50 X 0,04mm SEM AMIANTO;0;150.0;PERDEU; ;1575.0;10.5;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
TELHA BRASILIT 2,44 X 1,10 X 0,05mm SEM AMIANTO;0;150.0;PERDEU; ;4443.0;29.62;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
TELHA BRASILIT 2,44 X 1,10 X 0,06mm SEM AMIANTO;0;150.0;PERDEU; ;5509.5;36.73;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
TELHA FIBRA INCOLOR 2,44x0,51x0,4mm;0;100.0;PERDEU; ;2198.0;21.98;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
TELHA FIBRA INCOLOR 2,44x1,10x0,6mm;0;100.0;PERDEU; ;3477.0;34.77;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
TELA SOLDADA 2M DE ALTURA FIO 2MM;0;400.0;PERDEU; ;8596.0;21.49;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
TIJOLO GRANDE 9 FUROS (11.5x14x24);0;5.0;PERDEU; ;2294.0;458.8;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
TIJOLO MEDIO 6 FUROS (9x14x19,5);0;5.0;PERDEU; ;1367.0;273.4;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
TIJOLO FURADO Ã VISTA VERMELHO;0;5.0;PERDEU; ;3335.15;667.03;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Vedacit 18 Lt;0;5.0;PERDEU; ;466.3;93.26;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
Vedacit 3,6 Lt;0;5.0;PERDEU; ;144.4;28.88;itensProposta_55a5a867-1873-4592-8d14-47e113e3b274.csv
ACICLOVIR 200MG;4441469;245800.0;DESCLASSIFICADO;COMP;71282.0;0.29;itensProposta_55b78ed1-2239-4df2-8fd4-61576da64cf6.csv
ACIDO FÃLICO 0,2MG/ML SOL ORAL 30ML;4441473;28250.0;PERDEU;FRA;118650.0;4.2;itensProposta_55b78ed1-2239-4df2-8fd4-61576da64cf6.csv
AGOMELATINA 25MG (ReferÃªncia-VALDOXAN- judicial);4441490;1500.0;VENCEU;COMP;6510.0;4.34;itensProposta_55b78ed1-2239-4df2-8fd4-61576da64cf6.csv
AMOXICILINA 250 MG SUSP. ORAL 60 ML;4441518;54250.0;DESCLASSIFICADO;FRA;211575.0;3.9;itensProposta_55b78ed1-2239-4df2-8fd4-61576da64cf6.csv
BENZOATO DE BENZILA  25% 100 ML;4441544;450.0;PERDEU;FRA;1755.0;3.9;itensProposta_55b78ed1-2239-4df2-8fd4-61576da64cf6.csv
CARBONATO DE CALCIO 1.250MG EQV 500MG CA++ CPR;4441593;300000.0;DESCLASSIFICADO;COMP;105000.0;0.35;itensProposta_55b78ed1-2239-4df2-8fd4-61576da64cf6.csv
CLORETO DE SÃDIO 0,9% SOL NASAL 30ML;4441648;2400.0;VENCEU;FR.;1512.0;0.63;itensProposta_55b78ed1-2239-4df2-8fd4-61576da64cf6.csv
DEXAMETASONA CREME 10 G;4441688;55000.0;DESCLASSIFICADO;TB;63250.0;1.15;itensProposta_55b78ed1-2239-4df2-8fd4-61576da64cf6.csv
DICLOFENACO DE RESINATO 15MG/ML GOTAS 20 ML;4441696;5500.0;PERDEU;FRA;16885.0;3.07;itensProposta_55b78ed1-2239-4df2-8fd4-61576da64cf6.csv
DIOSMINA + HESPERIDINA 450MG+50MG CPR;4441710;16000.0;PERDEU;COMP;5436.8;0.3398;itensProposta_55b78ed1-2239-4df2-8fd4-61576da64cf6.csv
DIOSMINA 900MG E HESPERIDINA 100MG;4441711;2300.0;VENCEU;COMP;1725.0;0.75;itensProposta_55b78ed1-2239-4df2-8fd4-61576da64cf6.csv
DIPIRONA 500 MG/ML GOTAS 10 ML;4441714;56000.0;DESCLASSIFICADO;FRA;47040.0;0.84;itensProposta_55b78ed1-2239-4df2-8fd4-61576da64cf6.csv
ENALAPRIL 10 MG;4441729;1850000.0;DESCLASSIFICADO;COMP;72150.0;0.039;itensProposta_55b78ed1-2239-4df2-8fd4-61576da64cf6.csv
ENALAPRIL 20 MG;4441730;1500000.0;DESCLASSIFICADO;COMP;73500.0;0.049;itensProposta_55b78ed1-2239-4df2-8fd4-61576da64cf6.csv
ENALAPRIL 5 MG;4441731;1250000.0;PERDEU;COMP;63750.0;0.051;itensProposta_55b78ed1-2239-4df2-8fd4-61576da64cf6.csv
GLICINE MAX ISOFLAVONA 150MG (ISOFLAVONA);4441789;10000.0;DESCLASSIFICADO;COMP;3950.0;0.395;itensProposta_55b78ed1-2239-4df2-8fd4-61576da64cf6.csv
GLICLAZIDA 30 MG - LIBERAÃÃO PROLONGADA;4441791;541000.0;DESCLASSIFICADO;COMP;140660.0;0.26;itensProposta_55b78ed1-2239-4df2-8fd4-61576da64cf6.csv
GLICLAZIDA 60MG -  LIBERAÃÃO PROLONGADA;4441792;61000.0;PERDEU;COMP;17080.0;0.28;itensProposta_55b78ed1-2239-4df2-8fd4-61576da64cf6.csv
GLIMEPIRIDA 2MG CPR;4441801;135000.0;DESCLASSIFICADO;COMP;12150.0;0.09;itensProposta_55b78ed1-2239-4df2-8fd4-61576da64cf6.csv
GLIMEPIRIDA 4MG CPR;4441802;5000.0;DESCLASSIFICADO;COMP;1050.0;0.21;itensProposta_55b78ed1-2239-4df2-8fd4-61576da64cf6.csv
HIDROCLOROTIAZIDA 25MG;4441815;2500000.0;DESCLASSIFICADO;COMP;45000.0;0.018;itensProposta_55b78ed1-2239-4df2-8fd4-61576da64cf6.csv
INDAPAMIDA 1,5MG CPR;4441830;21000.0;PERDEU;COMP;3150.0;0.15;itensProposta_55b78ed1-2239-4df2-8fd4-61576da64cf6.csv
LAMOTRIGINA 100MG CPR;4441852;15000.0;PERDEU;COMP;3750.0;0.25;itensProposta_55b78ed1-2239-4df2-8fd4-61576da64cf6.csv
LAMOTRIGINA 25MG;4441853;25000.0;PERDEU;COMP;3500.0;0.14;itensProposta_55b78ed1-2239-4df2-8fd4-61576da64cf6.csv
LAMOTRIGINA 50MG;4441854;10000.0;VENCEU;COMP;1800.0;0.18;itensProposta_55b78ed1-2239-4df2-8fd4-61576da64cf6.csv
LATANOPROST 0,05MG SOL OFTALMICA 2,5ML;4441856;50.0;PERDEU;FR.;850.0;17.0;itensProposta_55b78ed1-2239-4df2-8fd4-61576da64cf6.csv
LORATADINA 10MG CPR;4441890;500000.0;DESCLASSIFICADO;COMP;60000.0;0.12;itensProposta_55b78ed1-2239-4df2-8fd4-61576da64cf6.csv
LUTEÃNA ENRIQUECIDA COM VITAMINAS C, E, SELÃNIO E ZINCO (NEO;4441896;1700.0;PERDEU;COMP;4760.0;2.8;itensProposta_55b78ed1-2239-4df2-8fd4-61576da64cf6.csv
MIKANIA GLOMERATA SEM AÃUCAR 120ML;4441933;35000.0;PERDEU;FRA;72800.0;2.08;itensProposta_55b78ed1-2239-4df2-8fd4-61576da64cf6.csv
NIMESULIDA 100MG;4441944;810000.0;DESCLASSIFICADO;COMP;68850.0;0.085;itensProposta_55b78ed1-2239-4df2-8fd4-61576da64cf6.csv
PERINDOPRIL 4MG/INDAPAMIDA 1,25MG;4441997;1000.0;VENCEU;COMP;1910.0;1.91;itensProposta_55b78ed1-2239-4df2-8fd4-61576da64cf6.csv
SULFATO FERROSO- EQUIVALENTE A 40MG DE FERRO ELEMENTAR- em b;4442077;1100000.0;DESCLASSIFICADO;COMP;44000.0;0.04;itensProposta_55b78ed1-2239-4df2-8fd4-61576da64cf6.csv
TRIMETAZIDINA 35MG MR CPR;4442109;55000.0;PERDEU;COMP;69850.0;1.27;itensProposta_55b78ed1-2239-4df2-8fd4-61576da64cf6.csv
Agendamento de odontologia;4440071;20000.0;DESCLASSIFICADO;UNI;1200.0;0.06;itensProposta_55db4478-521c-4153-9d22-9a1b9db7f167.csv
Atestado MÃ©dico;4440072;1000.0;DESCLASSIFICADO;BLC;3610.0;3.61;itensProposta_55db4478-521c-4153-9d22-9a1b9db7f167.csv
Atestado MÃ©dico para Gestantes;4440073;100.0;DESCLASSIFICADO;BLC;450.0;4.5;itensProposta_55db4478-521c-4153-9d22-9a1b9db7f167.csv
Auto para coleta de Ã¡gua para consumo humano;4440074;50.0;DESCLASSIFICADO;BLCO;625.0;12.5;itensProposta_55db4478-521c-4153-9d22-9a1b9db7f167.csv
Auto de intimaÃ§Ã£o vigilancia sanitaria;4440075;70.0;DESCLASSIFICADO;BLCO;1155.0;16.5;itensProposta_55db4478-521c-4153-9d22-9a1b9db7f167.csv
AUTORIZAÃÃO PARA TRATAMENTO DENTÃRIO;4440076;120.0;DESCLASSIFICADO;BLC;710.4;5.92;itensProposta_55db4478-521c-4153-9d22-9a1b9db7f167.csv
Bacteriologia da tuberculose .;4440077;30.0;DESCLASSIFICADO;BLC;236.1;7.87;itensProposta_55db4478-521c-4153-9d22-9a1b9db7f167.csv
Boletim de atendimento mÃ©dico 24hs;4440078;500.0;DESCLASSIFICADO;BLC;2985.0;5.97;itensProposta_55db4478-521c-4153-9d22-9a1b9db7f167.csv
Boletim de Reconhecimento GeogrÃ¡fico (Dengue) 1 via;4440079;50.0;DESCLASSIFICADO;BLC;432.0;8.64;itensProposta_55db4478-521c-4153-9d22-9a1b9db7f167.csv
BPA consolidado 2 vias autocopiativo (braco/azul);4440080;30.0;DESCLASSIFICADO;BLCO;510.0;17.0;itensProposta_55db4478-521c-4153-9d22-9a1b9db7f167.csv
BPA individualiazado 2 vias autocopiativo (braco/azul);4440081;30.0;DESCLASSIFICADO;BLCO;510.0;17.0;itensProposta_55db4478-521c-4153-9d22-9a1b9db7f167.csv
CondiÃ§Ã£o SÃ³cio EconÃ´mica- CAPS II;4440082;10.0;PERDEU;BLC;110.0;11.0;itensProposta_55db4478-521c-4153-9d22-9a1b9db7f167.csv
Consentimento informado - 2 vias autocopiativo (braco/azul);4440083;35.0;DESCLASSIFICADO;BLCO;549.5;15.7;itensProposta_55db4478-521c-4153-9d22-9a1b9db7f167.csv
"Controle de TODO;";4440084;100.0;DESCLASSIFICADO;BLC;450.0;4.5;itensProposta_55db4478-521c-4153-9d22-9a1b9db7f167.csv
Cuidados para vasectomia;4440085;40.0;DESCLASSIFICADO;BLC;380.0;9.5;itensProposta_55db4478-521c-4153-9d22-9a1b9db7f167.csv
Dados do atendimento do paciente- RAAS CAPS II;4440086;40.0;DESCLASSIFICADO;BLC;280.0;7.0;itensProposta_55db4478-521c-4153-9d22-9a1b9db7f167.csv
Dados do atendimento do paciente- RAAS CAPS III;4440087;40.0;DESCLASSIFICADO;BLC;280.0;7.0;itensProposta_55db4478-521c-4153-9d22-9a1b9db7f167.csv
DeclaraÃ§Ã£o de Comparecimento;4440088;500.0;DESCLASSIFICADO;BLC;2300.0;4.6;itensProposta_55db4478-521c-4153-9d22-9a1b9db7f167.csv
DOTS- Planilha Acompanhamento de Tratamento;4440089;7.0;DESCLASSIFICADO;BLC;105.0;15.0;itensProposta_55db4478-521c-4153-9d22-9a1b9db7f167.csv
Estudo sÃ³cio-econÃ´mica CAPS II ad-;4440090;10.0;PERDEU;BLC;120.0;12.0;itensProposta_55db4478-521c-4153-9d22-9a1b9db7f167.csv
"Etique laboratÃ³rio Dengue (picotado);";4440091;10.0;DESCLASSIFICADO;BLC;155.0;15.5;itensProposta_55db4478-521c-4153-9d22-9a1b9db7f167.csv
Ficha clÃ­nica odontolÃ³gica.;4440092;250.0;DESCLASSIFICADO;BLC;1000.0;4.0;itensProposta_55db4478-521c-4153-9d22-9a1b9db7f167.csv
Ficha clÃ­nica Tuberculose;4440093;10.0;DESCLASSIFICADO;BLC;130.0;13.0;itensProposta_55db4478-521c-4153-9d22-9a1b9db7f167.csv
Ficha Controle de Atendimento frente e verso;4440094;2000.0;DESCLASSIFICADO;UNI;700.0;0.35;itensProposta_55db4478-521c-4153-9d22-9a1b9db7f167.csv
Ficha de acolhimento CAPS II ad 4 pÃ¡ginas(vias);4440095;40.0;DESCLASSIFICADO;BLCO;760.0;19.0;itensProposta_55db4478-521c-4153-9d22-9a1b9db7f167.csv
Ficha de acolhimento CAPS II.;4440096;40.0;DESCLASSIFICADO;BLC;260.0;6.5;itensProposta_55db4478-521c-4153-9d22-9a1b9db7f167.csv
Ficha de acolhimento CAPS III;4440097;40.0;DESCLASSIFICADO;BLC;260.0;6.5;itensProposta_55db4478-521c-4153-9d22-9a1b9db7f167.csv
Ficha de atendimento SAMU .;4440098;200.0;DESCLASSIFICADO;BLC;2800.0;14.0;itensProposta_55db4478-521c-4153-9d22-9a1b9db7f167.csv
Ficha de cadastro individual;4440099;200.0;DESCLASSIFICADO;BLC;840.0;4.2;itensProposta_55db4478-521c-4153-9d22-9a1b9db7f167.csv
ficha de ObservaÃ§Ã£o do animal agressor;4440100;20.0;PERDEU;BLCO;170.0;8.5;itensProposta_55db4478-521c-4153-9d22-9a1b9db7f167.csv
Ficha de Procedimento E-SUS;4440101;50.0;DESCLASSIFICADO;BLC;300.0;6.0;itensProposta_55db4478-521c-4153-9d22-9a1b9db7f167.csv
Ficha visita domiciliar e-sus;4440102;100.0;DESCLASSIFICADO;BLC;500.0;5.0;itensProposta_55db4478-521c-4153-9d22-9a1b9db7f167.csv
Ficha Individual de NotificaÃ§Ã£o de Laqueadura TubÃ¡ria e Vase;4440103;70.0;DESCLASSIFICADO;BLC;980.0;14.0;itensProposta_55db4478-521c-4153-9d22-9a1b9db7f167.csv
Ficha nominal- Programa Tuberculose;4440104;300.0;DESCLASSIFICADO;UNI;135.0;0.45;itensProposta_55db4478-521c-4153-9d22-9a1b9db7f167.csv
Fluxo e contra-fluxo;4440105;300.0;DESCLASSIFICADO;BLC;1230.0;4.1;itensProposta_55db4478-521c-4153-9d22-9a1b9db7f167.csv
Memorando interno - 2 vias autocopiativo;4440106;250.0;DESCLASSIFICADO;BLC;1650.0;6.6;itensProposta_55db4478-521c-4153-9d22-9a1b9db7f167.csv
Monitoramento das doenÃ§as Diarreicas Agudas- distribuiÃ§Ã£o de;4440107;20.0;DESCLASSIFICADO;BLCO;162.0;8.1;itensProposta_55db4478-521c-4153-9d22-9a1b9db7f167.csv
