id;descricao;unidadeMedida;quantidade;valorUnitario;valorTotal;origem_arquivo
4542637;CABO;UND;1;20.35;20.35;itens_17682aba-a153-4060-a09b-d09febaa0186.csv
4542638;pino tomada;UND;1;9.35;9.35;itens_17682aba-a153-4060-a09b-d09febaa0186.csv
4542639;Controlador;UND;1;597.19;597.19;itens_17682aba-a153-4060-a09b-d09febaa0186.csv
4542640;resistencia panela;UND;1;215.82;215.82;itens_17682aba-a153-4060-a09b-d09febaa0186.csv
4542641;TERMOSTATO;UND;1;532.26;532.26;itens_17682aba-a153-4060-a09b-d09febaa0186.csv
4542642;resistencia aquecimento;UND;1;152.9;152.9;itens_17682aba-a153-4060-a09b-d09febaa0186.csv
4542643;CABO;UND;1;18.5;18.5;itens_17682aba-a153-4060-a09b-d09febaa0186.csv
4542644;pino tomada;UND;1;8.5;8.5;itens_17682aba-a153-4060-a09b-d09febaa0186.csv
4542645;serviÃ§o mÃ£o de obra preventiva e corretiva;HORA;100;140;14000.0;itens_17682aba-a153-4060-a09b-d09febaa0186.csv
4425012;SERVICO DE DESINSETIZACAO E DESRATIZACAO;SV;12;1680;20160.0;itens_17b5e49d-0f9e-4fa9-b09d-daf61bd9c4ed.csv
4685253;Cabo PP 4x2.5mm;M;50;4.57;228.5;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685254;Cano cobre Â½;KG;25;18;450.0;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685255;Cano cobre Â¼;M;25;10;250.0;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685256;Cano cobre Â¾;M;25;38;950.0;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685257;Cano cobre 3/8;M;25;16;400.0;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685258;Cano cobre 5/8;M;25;28;700.0;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685259;Cano esponjoso Â¼;M;25;1.9;47.5;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685260;Cano esponjoso Â½;M;25;2.1;52.5;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685261;Cano esponjoso Â¾;M;25;3.9;97.5;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685262;Cano esponjoso 3/8;M;25;2.7;67.5;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685263;Cano esponjoso 5/8;M;25;3.8;95.0;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685264;Capacitor 380V 2 MF;UND;25;6;150.0;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685265;Capacitor 380V 3 MF;UND;25;6.5;162.5;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685266;Capacitor 380V 4 MF;UND;25;7;175.0;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685267;Capacitor 380V 5 MF;UND;25;7.5;187.5;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685268;Capacitor 380V 8 MF;UND;25;8;200.0;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685269;Capacitor 380V 10 MF;UND;25;8.5;212.5;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685270;Capacitor 380V 15 MF;UND;25;9;225.0;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685271;Capacitor 380V 20 MF;UND;25;15;375.0;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685272;Capacitor 380V 25 MF;UND;25;20;500.0;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685273;Capacitor 380V 30 MF;UND;25;25;625.0;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685274;Capacitor 380V 35 MF;UND;25;25;625.0;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685275;Capacitor 380V 40 MF;UND;25;25;625.0;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685276;Capacitor 380V 45 MF;UND;25;32;800.0;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685277;Capacitor 380V 55 MF;UND;25;35;875.0;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685278;Chave contactora CWM 09;UND;3;120;360.0;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685279;Chave contactora CWM 10;UND;3;130;390.0;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685280;Compressor para Split 9000 BTUS;UND;3;320;960.0;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685281;Compressor para Split 12000 BTUS;UND;3;390;1170.0;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685282;Compressor para Split 18000 BTUS;UND;3;490;1470.0;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685283;Compressor para Split 24000 BTUS;UND;3;575;1725.0;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685284;Compressor para Split 30000 BTUS;UND;2;700;1400.0;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685285;Compressor para Split 60000 BTUS;UND;1;1100;1100.0;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685286;Controle remoto univ. ar split;UND;20;40;800.0;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685287;Filtro do pÃ³ ar cond.;UND;16;50;800.0;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685288;Fita PVC 100mm branca;UND;50;3;150.0;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685289;GÃ¡s R134 (carga);UND;50;120;6000.0;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685290;GÃ¡s R22 (carga);UND;50;95;4750.0;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685291;Helice de Ar condicionado 7.000 Btus;PC;5;95;475.0;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685292;HÃ©lice ar cond.  10/18000btus;PC;5;120;600.0;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685293;Placa eletrÃ´nica para split;PEÃA;15;210;3150.0;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685294;Moto de ventilador;PEÃA;5;170;850.0;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685295;Rele Monti;PC;8;18;144.0;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685296;Sensor de temperatura frio;UND;6;15;90.0;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685297;Sensor temp. aquecimento;UND;6;15;90.0;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685298;Suporte split 7/12000btus;UND;10;38;380.0;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685299;Suporte split 18/30000btus;UND;10;42;420.0;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685300;Termostato ar cond. 1601;UND;10;45;450.0;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685301;Turbina ventilador 10/30000;UND;7;140;980.0;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685302;InstalaÃ§Ã£o de  Ap. de Ar Condicionado;UN;14;240;3360.0;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4685303;ServiÃ§o (Hora);HORA;750;65;48750.0;itens_181c0ccb-09a6-488a-8530-75b865894fd1.csv
4541868;anÃ¡lise do rendimetno escolar e implantaÃ§Ã£o com capacitaÃ§Ã£o;MES;6;39800;238800.0;itens_19fcfec6-0573-43a8-b3e4-8ed2c9c2184f.csv
4685472;ArmÃ¡rio vestiÃ¡rio. 100 % MDF com 12 portas e 2 colunas;UNI;4;800;3200.0;itens_1abbed02-0de0-4199-9d2b-193662f9697e.csv
4685473;BalcÃ£o atendimento em L. 100% MDF 18mm;UNI;3;2000;6000.0;itens_1abbed02-0de0-4199-9d2b-193662f9697e.csv
4685474;BalcÃ£o de trabalho 100% MDF  18 mm;UNI;3;579;1737.0;itens_1abbed02-0de0-4199-9d2b-193662f9697e.csv
4685475;BalcÃ£o de trabalho 100%MDF 18mm;UNI;9;494;4446.0;itens_1abbed02-0de0-4199-9d2b-193662f9697e.csv
4685476;BalcÃ£o de trabalho 100% MDF 18 mm;UNI;1;629;629.0;itens_1abbed02-0de0-4199-9d2b-193662f9697e.csv
42563;ConstruÃ§Ã£o do MIRANTE DO MORRO CECHINEL. em estrutura de con;SV;1;3371035.96;3371035.96;itens_1b9ed9e5-d90c-4625-85b6-67be24cc1e49.csv
4542177;Pega Varetas.;UND;70;88;6160.0;itens_1bb03194-dfa1-43be-9832-799c928b76d1.csv
217058;execuÃ§Ã£o sob demanda. dos serviÃ§os de limpeza. desobstruÃ§Ã£o;SV;0;696800.97;0.0;itens_1c2345ef-bd76-46f9-9836-a4d76a9c5d53.csv
4542171;PrestaÃ§Ã£o de serviÃ§os de execuÃ§Ã£o de uma base na ponte local;SV;1;48295.8;48295.8;itens_1c988986-b601-45d7-8f0c-1af16a68f3cd.csv
4685537;PATCH PANEL 24P;UND;6;851;5106.0;itens_1cb854a6-61f4-4799-bf74-470673f7d426.csv
4685538;SWITCH DE ACESSO GERENCIÃVEL;UNI;3;3107;9321.0;itens_1cb854a6-61f4-4799-bf74-470673f7d426.csv
4685539;PONTO DE ACESSO SEM FIO;UNI;3;988;2964.0;itens_1cb854a6-61f4-4799-bf74-470673f7d426.csv
4685218;PROTESE TRANSTIBIAL;UNI;1;10000;10000.0;itens_1d67b54b-0f15-4c70-954d-e72e8acadcb3.csv
4685478;"ConsultÃ³rio OdontolÃ³gico; Conjunto OdontolÃ³gico";CNJ;4;9200;36800.0;itens_1e1f636c-2d7f-4ad7-a7e5-579f1ffec652.csv
4540487;SERVIÃOS.;HORA;1200;136;163200.0;itens_1e50c051-706b-4d90-82e8-bd710065530b.csv
4541873;RevitalizaÃ§Ã£o (A = 1.180.25mÂ²) da PraÃ§a Ida Biz Biff. locali;SV;1;149800.9;149800.9;itens_1ef0c706-7d22-437c-8145-80b57eda4433.csv
4685529;Aparelho de Ar Condicionado tipo Split HI WALL 12.000 BTU/H.;UN;25;2150;53750.0;itens_1f118e27-28ac-422d-9b7b-40b11b82c9fc.csv
4542489;PrestaÃ§Ãµes de serviÃ§os de correspondÃªncias.;ANO;5;120000;600000.0;itens_1f4dbc0c-a9c1-4322-9fcf-893dcdfad10c.csv
4542170;Lote 02 - E.M.E.I.E.F. AntÃ´nio Minotto;SV;1;2993.25;2993.25;itens_1f5b4801-9be2-4b17-bb8a-5f393ca6c94a.csv
4685176;VeÃ­culo novo utilitÃ¡rio. tipo furgÃ£o fechado. para transport;UN;1;174000;174000.0;itens_20116427-c0ad-46da-9ea1-2397c411a98d.csv
4540658;Tanque metÃ¡lico tubular;UND;1;168000;168000.0;itens_20e6e7e0-f1a5-4e13-857c-0cbabeae01ca.csv
4541818;Coletes esportivos.;UND;300;13.85;4155.0;itens_2108c16a-de81-46bf-8703-63d29bab0f0d.csv
4541819;Kit Uniforme - CCO;UND;50;61;3050.0;itens_2108c16a-de81-46bf-8703-63d29bab0f0d.csv
4541820;Bola de futebol de campo.;UND;40;278;11120.0;itens_2108c16a-de81-46bf-8703-63d29bab0f0d.csv
4542145;OFFICE HOME AND BUSINESS;UND;15;788;11820.0;itens_213e7588-74bd-49d6-948c-3e078bcad7f8.csv
4542147;CAMERA IP;UND;5;448;2240.0;itens_213e7588-74bd-49d6-948c-3e078bcad7f8.csv
4542148;TABLET;UND;6;1173;7038.0;itens_213e7588-74bd-49d6-948c-3e078bcad7f8.csv
4541333;COMPUTADOR COMPLETO;UND;16;2945;47120.0;itens_214751a9-3996-4dc2-beff-184a01183d42.csv
4540370;CaminhÃ£o Truck novo. com caÃ§amba;UND;2;296500;593000.0;itens_2272a983-00c9-494f-b6fc-895f7ed3c815.csv
4424918;Livros para uso no CREAS;UNI;7000;3.34;23380.0;itens_22f47196-1196-4391-acc7-af0fc2942773.csv
4547044;CASA DA CULTURA;SERV;1;6795.18;6795.18;itens_256c6699-64ea-48f0-84bc-fb2fe81139f5.csv
4547045;PRAÃA NEREU RAMOS;SERV;1;41398.06;41398.06;itens_256c6699-64ea-48f0-84bc-fb2fe81139f5.csv
4547046;CASA DO AGENTE FERROVIÃRIO;SERV;1;7674.94;7674.94;itens_256c6699-64ea-48f0-84bc-fb2fe81139f5.csv
4547047;MUSEU AUGUSTO CASAGRANDE;SERV;1;8281.96;8281.96;itens_256c6699-64ea-48f0-84bc-fb2fe81139f5.csv
4547048;CENTRO CULTURAL JORGE ZANATTA;SERV;1;33075.72;33075.72;itens_256c6699-64ea-48f0-84bc-fb2fe81139f5.csv
4547049;PARQUE DAS NAÃÃES;SERV;1;20518.51;20518.51;itens_256c6699-64ea-48f0-84bc-fb2fe81139f5.csv
4547050;Parque dos imigrantes;SERV;1;17144.13;17144.13;itens_256c6699-64ea-48f0-84bc-fb2fe81139f5.csv
4623128;CILINDRO AUTOMÃTICO Capacidade: 25 kgs de massa;UND;1;72860;72860.0;itens_272f3295-4448-463a-81cf-df9c8911814a.csv
4623129;MASSEIRA ESPIRAL  MÃ¡ximo: 80 kg de massa;UND;1;55000;55000.0;itens_272f3295-4448-463a-81cf-df9c8911814a.csv
4623130;MESA EM INOX;UND;3;2810;8430.0;itens_272f3295-4448-463a-81cf-df9c8911814a.csv
4623131;FORMAS EM AÃO INOX;UND;240;136;32640.0;itens_272f3295-4448-463a-81cf-df9c8911814a.csv
4623132;DOSADOR DE ÃGUA GELADA;UND;1;34700;34700.0;itens_272f3295-4448-463a-81cf-df9c8911814a.csv
4623133;MODELADORA DE PÃES;UND;1;110800;110800.0;itens_272f3295-4448-463a-81cf-df9c8911814a.csv
4627022;CARROS TRANSPORTADORES PARA FORNO  RATIONAL;UND;4;8460;33840.0;itens_272f3295-4448-463a-81cf-df9c8911814a.csv
4627023;CARROS TRANSPORTADORES PARA FORNO  RATIONAL;UND;6;8460;50760.0;itens_272f3295-4448-463a-81cf-df9c8911814a.csv
4424919;SALGADO FRITO TIPO RISOLES DE PRESUNTO E QUEIJO.;CTO;95;63;5985.0;itens_27724252-9d60-40c9-9cf7-726f70a3f435.csv
4424920;SALGADO FRITO TIPO RISOLES DE CARNE.;CTO;120;63;7560.0;itens_27724252-9d60-40c9-9cf7-726f70a3f435.csv
4424921;SALGADO FRITO TIPO BOLINHA DE QUEIJO.;CTO;70;62.2;4354.0;itens_27724252-9d60-40c9-9cf7-726f70a3f435.csv
4424922;SALGADO FRITO TIPO COXINHA DE FRANGO.;CTO;135;62.2;8397.0;itens_27724252-9d60-40c9-9cf7-726f70a3f435.csv
4424923;SALGADO FRITO TIPO PASTEL DE CARNE.;CTO;135;71;9585.0;itens_27724252-9d60-40c9-9cf7-726f70a3f435.csv
4424924;SALGADO FRITO TIPO ENRROLADINHO DE SALSICHA.;CTO;80;62.2;4976.0;itens_27724252-9d60-40c9-9cf7-726f70a3f435.csv
4424925;SALGADO FRITO TIPO PASTEL DE QUEIJO.;CTO;80;71.9;5752.0;itens_27724252-9d60-40c9-9cf7-726f70a3f435.csv
4424926;SALGADO ASSADO TIPO ESFIHA DE CARNE.;CTO;40;71.9;2876.0;itens_27724252-9d60-40c9-9cf7-726f70a3f435.csv
4424927;SALGADO ASSADO TIPO ESFIHA DE FRANGO.;CTO;40;71.9;2876.0;itens_27724252-9d60-40c9-9cf7-726f70a3f435.csv
4424928;PÃO DE QUEIJO ASSADO.;CTO;40;69.9;2796.0;itens_27724252-9d60-40c9-9cf7-726f70a3f435.csv
4424929;SALGADO ASSADO TIPO EMPADA DE FRANGO.;CTO;120;63;7560.0;itens_27724252-9d60-40c9-9cf7-726f70a3f435.csv
4424930;SALGADO ASSADO FOLHEADO PALMITO.;CTO;40;63;2520.0;itens_27724252-9d60-40c9-9cf7-726f70a3f435.csv
4424931;SALGADO ASSADO FOLHEADO DE BANANA COM CANELA.;CTO;40;63;2520.0;itens_27724252-9d60-40c9-9cf7-726f70a3f435.csv
4424932;SALGADO ASSADO FOLHEADO DE PRESUNTO E QUEIJO.;CTO;70;63;4410.0;itens_27724252-9d60-40c9-9cf7-726f70a3f435.csv
4424933;MINI LANCHES 0.50g EM MINI PÃO DE LEITE;UND;60;2.55;153.0;itens_27724252-9d60-40c9-9cf7-726f70a3f435.csv
4424934;LANCHE NATURAL. SANDUICHE DE PÃO FRANCÃS;UNI;500;3.18;1590.0;itens_27724252-9d60-40c9-9cf7-726f70a3f435.csv
4424935;BOLO RECHEADO;KG;40;36.2;1448.0;itens_27724252-9d60-40c9-9cf7-726f70a3f435.csv
4424936;BOLO SIMPLES;KG;50;19.7;985.0;itens_27724252-9d60-40c9-9cf7-726f70a3f435.csv
4424937;BOLO BRANCO;KG;50;24.5;1225.0;itens_27724252-9d60-40c9-9cf7-726f70a3f435.csv
4424938;BOLO BRIGADEIRO;KG;30;24.5;735.0;itens_27724252-9d60-40c9-9cf7-726f70a3f435.csv
4424939;DOCE BEIJINHO DE CÃCO;CENT;30;65.8;1974.0;itens_27724252-9d60-40c9-9cf7-726f70a3f435.csv
4424940;DOCE BRIGADEIRO;CENT;30;65.8;1974.0;itens_27724252-9d60-40c9-9cf7-726f70a3f435.csv
4424941;DOCE CAJUZINHO;CENT;30;65.8;1974.0;itens_27724252-9d60-40c9-9cf7-726f70a3f435.csv
4424942;PRATO DESCARTÃVEL;UND;1000;2.35;2350.0;itens_27724252-9d60-40c9-9cf7-726f70a3f435.csv
4424943;GARFO DESCARTÃVEL;PCT;200;1.4;280.0;itens_27724252-9d60-40c9-9cf7-726f70a3f435.csv
4424944;FACA DESCARTAVEL;PCT;200;4.3;860.0;itens_27724252-9d60-40c9-9cf7-726f70a3f435.csv
4424945;GUARDANAPO;PCT;1000;1;1000.0;itens_27724252-9d60-40c9-9cf7-726f70a3f435.csv
4540822;Rede de proteÃ§Ã£o para quadra poliesportiva;M2;3000;6.28;18840.0;itens_299f075e-430f-45fd-99ff-d646d71819a7.csv
4540829;ConfecÃ§Ã£o de Lona Front Light. 4x0 cores. 440 gr.;M2;500;26.5;13250.0;itens_2a26c942-b3ae-49fa-8a23-5b061bd85a1f.csv
4540830;ConfecÃ§Ã£o de adesivo 100x115cm. 4x0 cores. vinil branco brilho. refile corte reto. auto colante com impressÃ£o;UND;200;83;16600.0;itens_2a26c942-b3ae-49fa-8a23-5b061bd85a1f.csv
4540831;Banner 90x120cm 4x0 cores em lona Front Light 440gr. ColocaÃ§;UND;150;66.9;10035.0;itens_2a26c942-b3ae-49fa-8a23-5b061bd85a1f.csv
4685201;Bebedouro elÃ©trico de coluna (para bombona de 20 lt dÂ´Ã gua).;UN;86;447;38442.0;itens_2a31051b-c745-4b99-91af-fadbc7a9352f.csv
4541712;VeÃ­culo automotor. zero KM. modelo HATCH - Motor Ã¡lcool/gaso;UND;11;51600;567600.0;itens_2a48aad3-381e-4859-88ad-2a83b7b4fae0.csv
4685188;BALANÃA PLATAFORMA COM BIOIMPEDÃNCIA;UN;1;452;452.0;itens_2b1622a3-c5bb-4148-8211-ffa6187eaf86.csv
4540849;Trator sobre esteiras D150 New Holland nÂº 400;SV;1;115200;115200.0;itens_2b71af82-1064-44ff-9a40-b92216cfc0e6.csv
4685416;Aparelho de Ar Condicionado tipo Split HI-WALL. capacidade 9;UND;10;1603;16030.0;itens_2bb30248-aea1-4435-b310-7cc487fe8800.csv
4685417;Aparelho de Ar Condicionado tipo Split HI-WALL cap12.000 BTU;UNI;40;1797;71880.0;itens_2bb30248-aea1-4435-b310-7cc487fe8800.csv
4685418;Aparelho de Ar Condicionado tipo Split HI-WALL CAP.24.000 BT;UN;7;3207;22449.0;itens_2bb30248-aea1-4435-b310-7cc487fe8800.csv
200772;ConstruÃ§Ã£o de um GinÃ¡sio de Esportes com Ã¡rea de 1.205.24mÂ².;SV;0;1715205.88;0.0;itens_2c0c5272-a2ea-456f-b212-d9ef79951ee0.csv
4541934;Lanche;UND;2400;5.48;13152.0;itens_2c1eed67-0ce4-4a69-a739-cfc135c95273.csv
4542024;Camioneta. cabine simples no chassi. mais carroceria para tr;UND;5;87800;439000.0;itens_2c8891d2-009d-42f9-a881-bbe8a11e591d.csv
4542025;Camioneta. cabine simples no chassi. mais carroceria metÃ¡lic;UND;2;96800;193600.0;itens_2c8891d2-009d-42f9-a881-bbe8a11e591d.csv
4542143;CORELDRAW GRAPHICS SUITE;UND;3;990;2970.0;itens_2cb97399-84dc-465b-bf1c-1a189134076a.csv
4685200;Bebedouro elÃ©trico de coluna (para bombona de 20 lt dÂ´Ã gua).;UN;29;447;12963.0;itens_2cd9e81e-d83e-4789-b5b2-e20332a8f890.csv
4685419;Televisor colorido 42 polegadas.Led. com suporte de parede e;UNI;8;1387;11096.0;itens_2dd4c95d-30ac-4dfa-93df-3e47781c121e.csv
4685420;Ventilador turbo de coluna;UN;12;154;1848.0;itens_2dd4c95d-30ac-4dfa-93df-3e47781c121e.csv
4685421;Refrigerador tipo domÃ©stico 2 portas;UN;4;1497;5988.0;itens_2dd4c95d-30ac-4dfa-93df-3e47781c121e.csv
4685422;Aparelho Microondas capac. 25lt. na cor branca;UNI;4;438;1752.0;itens_2dd4c95d-30ac-4dfa-93df-3e47781c121e.csv
4685423;Bebedouro elÃ©trico de coluna (para bombona de 20 lt dÂ´Ã gua);UNI;8;399;3192.0;itens_2dd4c95d-30ac-4dfa-93df-3e47781c121e.csv
4685424;Aparelho de Smartphones.;UNI;2;615;1230.0;itens_2dd4c95d-30ac-4dfa-93df-3e47781c121e.csv
11487589;Car/CaminhÃ£o/Furgao MCL0881;UND;1;640.02;640.02;itens_2e81cc6e-943b-4b9f-921f-0097374bf3a2.csv
11487590;FIAT/PALIO WEEK ELX FLEX 9BD17301MA4281790;UND;1;393.945;393.94;itens_2e81cc6e-943b-4b9f-921f-0097374bf3a2.csv
11487591;FIAT/UNO MILLE ECONOMY MHB0954;UND;1;393.945;393.94;itens_2e81cc6e-943b-4b9f-921f-0097374bf3a2.csv
11487592;VW/MASCA ROMA 350R O MLX9958;UND;1;640.1606;640.16;itens_2e81cc6e-943b-4b9f-921f-0097374bf3a2.csv
11487593;ford cargo 816 s MLU0865;UND;1;640.1606;640.16;itens_2e81cc6e-943b-4b9f-921f-0097374bf3a2.csv
11487594;vw 17.280 crm 4x2 4p MLU4265;UND;1;640.1606;640.16;itens_2e81cc6e-943b-4b9f-921f-0097374bf3a2.csv
11487595;FIAT/UNO MILLE ECONOMY MHB8984;UND;1;393.945;393.94;itens_2e81cc6e-943b-4b9f-921f-0097374bf3a2.csv
11487596;FIAT/MOBI EASY QIT7518;UND;1;393.945;393.94;itens_2e81cc6e-943b-4b9f-921f-0097374bf3a2.csv
11487597;FORD/FIESTA FELX MLM8017;UND;1;393.945;393.94;itens_2e81cc6e-943b-4b9f-921f-0097374bf3a2.csv
11487598;FIAT/MOBI EASY QIY3946;UND;1;393.945;393.94;itens_2e81cc6e-943b-4b9f-921f-0097374bf3a2.csv
11487599;FIAT/MOBI EASY QIY4026;UND;1;393.945;393.94;itens_2e81cc6e-943b-4b9f-921f-0097374bf3a2.csv
11487600;PEUGEOT/207SW XR MJK7399;UND;1;393.945;393.94;itens_2e81cc6e-943b-4b9f-921f-0097374bf3a2.csv
11487601;CHEV/SPIN 1.8L MT LT QHC7105;UND;1;689.4037;689.4;itens_2e81cc6e-943b-4b9f-921f-0097374bf3a2.csv
11487602;FIAT/ UNO MILLE ECONOMY MHB1704;UND;1;393.945;393.94;itens_2e81cc6e-943b-4b9f-921f-0097374bf3a2.csv
11487603;FIAT/ UNO MILLE ECONOMY MHB0854;UND;1;393.945;393.94;itens_2e81cc6e-943b-4b9f-921f-0097374bf3a2.csv
11487604;FIAT/MOBI EASY QIT4378;UND;1;393.945;393.94;itens_2e81cc6e-943b-4b9f-921f-0097374bf3a2.csv
11487605;renault clio aut 16 16vh MDZ1783;UND;1;393.945;393.94;itens_2e81cc6e-943b-4b9f-921f-0097374bf3a2.csv
11487606;mmc l200 outdoor ATK6863;UND;1;787.8899;787.89;itens_2e81cc6e-943b-4b9f-921f-0097374bf3a2.csv
11487607;HONDA/NXR 160 BROS QIL4480;UND;1;393.945;393.94;itens_2e81cc6e-943b-4b9f-921f-0097374bf3a2.csv
11487608;HONDA/NXR160 BROS ESDD QIF5359;UND;1;393.945;393.94;itens_2e81cc6e-943b-4b9f-921f-0097374bf3a2.csv
11487609;RENAULT DUSTER 20 D 4X2A OKH3961;UND;1;787.8899;787.89;itens_2e81cc6e-943b-4b9f-921f-0097374bf3a2.csv
11487610;PEUGEOT/207 HB ACTIVE OKG8397;UND;1;393.945;393.94;itens_2e81cc6e-943b-4b9f-921f-0097374bf3a2.csv
11487611;FIAT/MOBI EASY QIT6358;UND;1;393.945;393.94;itens_2e81cc6e-943b-4b9f-921f-0097374bf3a2.csv
11487612;FIAT/MOBI EASY QIT6548;UND;1;393.945;393.94;itens_2e81cc6e-943b-4b9f-921f-0097374bf3a2.csv
11487613;FIAT/MOBI EASY QIT6578;UND;1;393.945;393.94;itens_2e81cc6e-943b-4b9f-921f-0097374bf3a2.csv
11487614;FIAT/MOBI EASY QIT6598;UND;1;393.945;393.94;itens_2e81cc6e-943b-4b9f-921f-0097374bf3a2.csv
11487615;FIAT/MOBI EASY QIT6478;UND;1;393.945;393.94;itens_2e81cc6e-943b-4b9f-921f-0097374bf3a2.csv
11487616;HONDA/CIVIC LXR QHI3122;UND;1;689.4037;689.4;itens_2e81cc6e-943b-4b9f-921f-0097374bf3a2.csv
11487617;PEUGEOT/207 HB ACTIVE OKG8587;UND;1;393.945;393.94;itens_2e81cc6e-943b-4b9f-921f-0097374bf3a2.csv
11487618;SCANIA/K113 TL 6X2 360 BXF9716;UND;1;640.1606;640.16;itens_2e81cc6e-943b-4b9f-921f-0097374bf3a2.csv
11487619;TOYOTA/COROLLA XEI20FLEX QIL0666;UND;1;689.4037;689.4;itens_2e81cc6e-943b-4b9f-921f-0097374bf3a2.csv
11487620;VW GOL 1.0 G IV MHZ3944;UND;1;393.945;393.94;itens_2e81cc6e-943b-4b9f-921f-0097374bf3a2.csv
11487621;I/FIAT SIENA EL 1.0 FELZ MMC2004;UND;1;393.945;393.94;itens_2e81cc6e-943b-4b9f-921f-0097374bf3a2.csv
11487622;FIAT/UNO MILLE ECONOMY MHB2564;UND;1;393.945;393.94;itens_2e81cc6e-943b-4b9f-921f-0097374bf3a2.csv
11487623;FIAT/MOBI EASY QIT6618;UND;1;393.945;393.94;itens_2e81cc6e-943b-4b9f-921f-0097374bf3a2.csv
11487624;I/FIAT SIENA EL 1.0 FELZ MLZ6424;UND;1;393.945;393.94;itens_2e81cc6e-943b-4b9f-921f-0097374bf3a2.csv
11487625;VW NEOBUS THUNDER MCA9723;UND;1;640.1606;640.16;itens_2e81cc6e-943b-4b9f-921f-0097374bf3a2.csv
11487626;HONDA/XR 250 TORNADO MCL8663;UND;1;393.945;393.94;itens_2e81cc6e-943b-4b9f-921f-0097374bf3a2.csv
11487627;VW/VOYAGE 1.6L MB5 QJN4747;UND;1;393.945;393.94;itens_2e81cc6e-943b-4b9f-921f-0097374bf3a2.csv
11487628;fiat uno mille economy MHA8924;UND;1;393.945;393.94;itens_2e81cc6e-943b-4b9f-921f-0097374bf3a2.csv
11487629;FIAT/MOBI EASY QIT7348;UND;1;393.945;393.94;itens_2e81cc6e-943b-4b9f-921f-0097374bf3a2.csv
11487630;FIAT/MOBI EASY QIT7478;UND;1;393.945;393.94;itens_2e81cc6e-943b-4b9f-921f-0097374bf3a2.csv
11487631;CITROEN/JUMPER M35LH 23S MLT4194;UND;1;1772.7523;1772.75;itens_2e81cc6e-943b-4b9f-921f-0097374bf3a2.csv
